Nama Pengguna,Teks Ulasan,Rating Bintang,Tanggal Ulasan,Jumlah Likes
Pengguna Google,semoga banner saber bisa menang rate off,5,2025-05-04 12:01:34,0
Pengguna Google,"game yg bagus, overall absolute gameplay, absolute story, Masterpiece 😍",5,2025-05-04 10:49:55,0
Pengguna Google,Game paling baik yang pernah kumainkan. Bansos nya banyak banget,5,2025-05-04 10:43:41,0
Pengguna Google,GAME NYA SANGAT BAGUS DAN SEMOGA SELALU BISA MEMBERI CERITA YANG MAKIN MENARIK,5,2025-05-04 10:27:28,0
Pengguna Google,min saya f2p ngumpulin banyak jade...dan saya ingin anaxa..kenapa di kasih seele...di pity 75+...kenapa 😔,1,2025-05-04 09:28:27,0
Pengguna Google,mantap,5,2025-05-04 07:00:09,1
Pengguna Google,"Setelah Kgk Main Selama 1 Tahun, Ni Game Makin Banyak Event, Cuan 🤑🤑🤑 Cuma Minusnya, Terkadang Waktu Buka Gamenya Tiba 2 Keluar Paksa, Cuma Itu Doang, Dari Segi Gameplay Gaada Yang Beda Jg Lagian, Di Stories Udh Ditambahin Planet Baru, Jd, Cuan Lg 🤑🤑🤑🤑",5,2025-05-04 05:58:09,1
Pengguna Google,Powercreep yang selalu muncul dan tampil lebih signifikan. Karakter lama apalagi Selee.. ditinggalkan dan dilupakan. 5 karakter standar pertama... ditinggal tanpa buff apa2.. dan semakin lebih payah dari karakter terbaru. Blackhole lebih lemah dari Naga... ngada2 Hoyolab..,1,2025-05-04 04:43:20,0
Pengguna Google,min kok unduh data nya udah selesai ngulang lagi unduh data nya tolong di jawab.,3,2025-05-04 04:29:33,0
Pengguna Google,"udah klh rate off trs 80+ lagi, gaadil bngt lwuh sm gweh😡😡😡😡😡😡😡😡",1,2025-05-04 01:57:38,0
Pengguna Google,"Tidak bisa login, terdapat tulisan ”Terlalu banyak permintaan” Namun saya tidak pernah login sekitar 2 Minggu yang lalu.",1,2025-05-04 00:22:03,1
Pengguna Google,mantap dua akun gw hilang lagi Archeron kesayang saya malah sudah hilang dan buat ulang lagi dari awal makasih yeah sudah capek bener dan lelah mendapatkan Archeron 🗿🗿,1,2025-05-03 23:21:32,0
Pengguna Google,"kali ini lu selamat, gacha gw hoki dan endgame content yg gw dari gk bisa full star sekarang bisa high score bgt semenjak dikasih anaxa",5,2025-05-03 22:12:57,34
Pengguna Google,"NO MORE POWERCREEP CHARACTER, GIMANA COBA NASIB PLAYER YANG PULL KARAKTER LAMA SAMPE E6 TIBA-TIBA TERGANTIKAN KARAKTER BARU? | QUEST STORY JUGA TOLONG JANGAN KEBANYAKAN DIALOG GA PENTING. rate bintang bakal ganti lagi ke 5 kalau ada perubahan -04 Mei 2025",1,2025-05-03 20:10:46,2
Pengguna Google,"MAKASIH HSR!!! AKU HOKI BANGET DI PATCH INI, allhamdulilah hasil gachanya rata² pity ijo. Dan selanjutnya aku berharap di banner phainon bisa hoki banget 🙏🙏🙏🙏 Happy 2nd Anniversary",5,2025-05-03 17:09:59,1
Pengguna Google,terimakasih sudah Collab dengan Fate,5,2025-05-03 16:59:17,1
Pengguna Google,Thank you so much this game is soo amazing!,5,2025-05-03 15:16:04,0
Pengguna Google,terimakasih mas hoyok telah berbagi archer,5,2025-05-03 15:07:38,0
Pengguna Google,anaxa ama casto udh pulang dgn aman bg🤗,5,2025-05-03 14:52:13,0
Pengguna Google,"bub, kasih relic bgs dong",5,2025-05-03 14:46:14,0
Pengguna Google,"Gamenya bagus banget, story oke, Cutscene oke, desain karakter juga bagus bagus!! jadi gak sabar nih liat Drip marketing phainon dan saber",5,2025-05-03 14:08:31,0
Pengguna Google,aku main ni game dari awal rilis and yep ni game berkembang banget. yg dari awal game b aja (menurut ku) jadi bagus dari segi chara dan story!!,5,2025-05-03 13:58:28,0
Pengguna Google,"Udah main Honkai Star Rail dari awal, dan versi 2025 ini bener-bener upgrade total! Story-nya makin dalam dan emosional, bikin baper dan penasaran tiap update. Karakter barunya bukan cuma keren desainnya, tapi juga punya gameplay yang unik—pas banget buat strategi tim. Grafik makin halus, animasi ulti-nya tuh satisfying banget dilihat, apalagi yang karakter 5. Gacha sekarang juga agak lebih bersahabat",5,2025-05-03 11:40:41,3
Pengguna Google,tarungnya gantian,5,2025-05-03 11:10:13,0
Pengguna Google,"MY DEAR LOVE SUNDAY WAHAI HOYOVERSE TERCINTA,TERSAYANG,TERBAIK TERIMAKASI SUDAH MENGAHDIRKAN SUNDAY MAI LOAF CINTAKU SAYANGKU DUNIAKU RUMAH KU TUBUHKU ARWAH KU NYAWA KU SEGALANYA UNTUKKU HIDUPKU AKAN HAMPA TANPA SUNDAY SAYANG,SUNDAY... MY LOVE.... HE'S EVERYTHING OF ME!! SEMUANYA AKAN KU SERAHKAN UNTUK S-SUUNDAY-KUN SAYANGKU!!!!KYAHHH!!YAMETE!!! MY DEAR LOVE SUNDAY SAYANG AKU AKAN TETAP SETIA MESKI TUHAN TIDAK MERESTUI KITA BERDUA.. AKU AKAN SELALU MENUNGGU MU MY UWU BAKA MY LOVE MY LOVE🤭🩷🥵",5,2025-05-03 10:57:52,1
Pengguna Google,"sangat bagus , mungkin ketika baru main akan mengalami sulitnya upgrade karakter baru tapi setelah level sudah tinggi dan banyak karakter yang sudah level maks , sudah enak lah , paling kalau sudah habis storynya rada susah untuk pulls karena eventnya tergolong lumayan sedikit, paling 2 banner cuma dapet 2 b5 (ftp). tapi overall good game.",5,2025-05-03 05:35:40,58
Pengguna Google,bagus bangettt,5,2025-05-03 05:21:28,0
Pengguna Google,Gacha system is bad with rate off. predatory with powercrept,1,2025-05-03 05:14:40,1
Pengguna Google,game stry paling seru. good job,5,2025-05-03 02:35:34,0
Pengguna Google,makasih banget udah ngasih kalah rate off terus.,1,2025-05-02 21:04:08,0
Pengguna Google,TERIMAKASIH HOYOVERSE KARENA TELAH MENGHANCURKAN AKUN GUAA,1,2025-05-02 13:33:57,1
Pengguna Google,ez sekali,5,2025-05-02 13:29:05,0
Pengguna Google,sumpah ini game seru banget terus karakter nya juga pada ganteng² sama cantik²,5,2025-05-02 13:06:08,0
Pengguna Google,Global passive membuat game ini menjadi salah satu game dengan KESEIMBANGAN karakter TERBURUK dalam beberapa tahun terakhir.,1,2025-05-02 12:57:51,14
Pengguna Google,keren,5,2025-05-02 11:24:54,0
Pengguna Google,game ini bagus bagus banget suka ma gameplaynya asik dan char²ny keren²,5,2025-05-02 11:12:46,0
Pengguna Google,game RPG yang MC nya dipake terus di dalam team ❤️,5,2025-05-02 09:52:19,0
Pengguna Google,makin kesini ini developer makin pandai bikin pemain gamenya kagum,5,2025-05-02 07:02:22,0
Pengguna Google,ini game bagus dan cerita ya lumayan tetapi jangan kebanyakan karakter mirip honkai impact 3 soalnya ke rada misterius gitu bang hoyo 😁,5,2025-05-02 04:59:37,0
Pengguna Google,"keren, tapi serius kaga ada karakter 4star baru?",5,2025-05-02 03:49:13,0
Pengguna Google,"game busuk, gacha relic dari fuel 20 ke 12 MASI SEMUA DEF? sumpah dari sebanyaknya stat spd, atk,hp KENAPA HARUS DEF, woi udah makek synthesis masi AJA DEF? wah parah si, coba benerin kenapa presentasenya DEF DEF DEF DEF WOI, kalo scaling def BARU KASI DEF JANGAN ATK",1,2025-05-02 01:12:09,0
Pengguna Google,Sangat bagus. Saya sangat suka sekali game ini. Tolong di tambah karakter cewe yang cantik cantik dan imut imut Yth kepada Tuan mihoyo.,5,2025-05-01 23:38:37,0
Pengguna Google,"game nya bagus banget, tapi tolong tambah kan fitur-fitur yang ada di genshin impact biar explor nya makin seru contoh, lompat, terbang, itu saja saran dari saya, semoga gamenya terus berkembang.",5,2025-05-01 22:21:11,1
Pengguna Google,"Gamenya bagus, apalagi waktu gacha hoki banget",5,2025-05-01 21:17:40,0
Pengguna Google,plis bikin versi cloud nya🧚🏿‍♂️,4,2025-05-01 14:35:06,0
Pengguna Google,GUA BENCI BANGET MAP MUTER MUTER DI PENACONY HAPUS AJA TUH MAP BIKIN MOTION SICKNESS EEK,1,2025-05-01 13:25:59,1
Pengguna Google,"update kali ini agak mengecewakan karena pengalaman bermain terasa kurang optimal sering banget force close dan laging, semoga pihak hoyovers bisa lebih mengoptimasi game nya",1,2025-05-01 12:29:37,0
Pengguna Google,good game ceritanya seru. serasa main game sambil nonton anime. lancar di chipset Helio g80 👍,5,2025-05-01 12:10:09,0
Pengguna Google,The story is Absolute cinema✋😯🤚,5,2025-05-01 11:44:01,0
Pengguna Google,mantap,5,2025-05-01 10:38:13,2
Pengguna Google,i like this,5,2025-05-01 09:42:21,0
Pengguna Google,stop fomo!,5,2025-05-01 08:48:11,0
Pengguna Google,"Dear Developer. I can't login the game, what's wrong ?",1,2025-05-01 08:07:17,1
Pengguna Google,jgn banyak powercreep woy hoyo,5,2025-05-01 07:08:37,0
Pengguna Google,gamenya bagus banget,5,2025-05-01 04:47:53,0
Pengguna Google,"Penilaian subjektifku untuk 2nd anniv ini : positifnya konsep penukaran B5 di store bagus dan ngebantu banget, dari segi story ada perbaikan dari versi-versi sebelumnya, very nice. Negatifnya update ini isinya cuma jualan, event cuma recehan ga ada yang berkesan, konsep global passive yang bakal jadi kesenjangan dan jadi standar baru di masa depan, reward sama rundown rerun character ga sepadan (reward masih utuh tapi rerun dari 3.0-3.2 gila-gilaan), HP inflation bakal jadi domino effect.",1,2025-05-01 03:59:23,1
Pengguna Google,"akun gk bsa login , ancaman keamanan/terlalu bnyk permintaan udh krim email ke cs gk ad responnya mkin mengecekawan ni game mau maen lgi aja bnyk mslah",1,2025-05-01 03:08:41,0
Pengguna Google,tambahin fitur skip dialog,4,2025-05-01 00:43:58,0
Pengguna Google,game pelit dapet ssr aja susah banget udah 3 akun padahal,1,2025-04-30 22:33:52,0
Pengguna Google,🌟🌟🌟🌟🌟,5,2025-04-30 22:32:00,0
Pengguna Google,uninstall. karena penyakit powercrap gila.,1,2025-04-30 18:27:04,1
Pengguna Google,"sumpah kecewa benar saya dengan game ni karena apa? saya sudah capek-capek farming buat anaxa dengan kondisi device yang sangat lag, saya berharap saya bisa mendapatkan nya namun takdir berkata lain saya tidak mendapatkan dan perjuangan saya itu sia-sia. okay fine itu mungkin cuma hal sepele namun yang bikin kesal yaitu game ini lag banget di device saya. tolong dong bantu saya agar saya nyaman bermain game ini, semoga dipahami.",1,2025-04-30 15:47:21,0
Pengguna Google,Game yang sangat menarik! dari alur cerita hingga animasi ulti char yang luar biasa! saya harap game ini bisa berkembang menjadi jauh lebih baik lagi,5,2025-04-30 13:31:56,0
Pengguna Google,kelamaan filmnya suuuu,1,2025-04-30 12:20:53,0
Pengguna Google,"gamenya bagus keren dan perfect dan terimakasih hoyovers saya mendapatkan light cone Acheron dengan pity 29 lalu Acheron dengan 50 pity dan semoga saya mendapatkan anaxa, sparkle",5,2025-04-30 12:11:01,0
Pengguna Google,"semoga game ini bisa lebih berkembang, semangat lebih developer story nya asik lagunya masterpiece, pokoknya game ini bagus banget dehhh, apalagi gamenya gak seberat genshin, loadingnya cepet banget gausah nunggu lama lama, gw rekomen banget kalian main game ini🥰🥰, semoga ngasih hadiahnya bisa lebih banyak yaa, kalo gak nambah juga gpp soalnya udah gacor sii.",5,2025-04-30 11:59:05,3
Pengguna Google,Sangat seru dan menarik story nya,5,2025-04-30 11:46:53,0
Pengguna Google,bagus Cok sumpah Thank God the ANAXA🙏💚thank the ANAXA🙏💚 guardian angel of ANAXA each of you🙏 💚God bless the ANAXA🙏💚 Thank God the ANAXA🙏💚thank the ANAXA🙏💚guardian angel of ANAXA 💚💚💚,5,2025-04-30 10:55:42,0
Pengguna Google,"gamenya sangat bagus,dari segi grafik,dan juga ceritanya",5,2025-04-30 10:14:25,0
Pengguna Google,tolong kenapa saya selalu susah untuk mendapatkan karakter bintang 5?? saya harus mengumpulkan sebanyak 80 tiket minimal untuk bintang 5 pliss,1,2025-04-30 08:32:01,0
Pengguna Google,The best game turn base cuman sayang powercreep charaternya kenceng banget,5,2025-04-30 08:12:44,0
Pengguna Google,bagus ko,5,2025-04-30 04:18:57,0
Pengguna Google,castorice🥹👍,5,2025-04-30 01:06:58,0
Pengguna Google,"30/04/25 ulasannini ditulis dikarenakan aspek sistem game di HPYOVERSE yang kurang banget, game HSR ini semenjak update amphoreous kurang banget eventnya bahkan proggres dapet stellar jadenga juga kecil, Anniversary cuman dapet seadanya aja 30 gacha? untuk sistem gacha game yang ga bakal ngedukung player f2p? f2p merasa kagak dirugikan banyak hal terutama karakter B5 yang lebih banyak dibandingkan karakter B4 yang berguna. bener-benerr kecewa banget untuk game yang dimainkan dari versi 1.0",1,2025-04-29 18:56:53,3
Pengguna Google,"bisa tolong tambahkan fitur nurunin difficult seper genshin impact, musuhnya terlalu kuat saat kita terlanjur ascension level...",3,2025-04-29 17:52:19,0
Pengguna Google,"game terbaik,player di dengerin dan bikinnya ga cuma buat uang,TPI kreatifitas dan emng karna cinta Ama gamenya.respon cs nya jg cepet,akun gua baru ke hack dan akhirnya gua aju banding, Alhamdulillah cuma 2 hari.utk meta dan powercreep mnrt gua pada bnyk mau aja,pdhal build issue.Semangat terus mihoyo🔥",5,2025-04-29 15:39:11,1
Pengguna Google,"keren soalnya dapet acheron dan castorice. tapi jujur, ini game lumayan menarik, apalagi dibuatnya storynya detail dan efek dan animasinya juga dah keren",5,2025-04-29 14:26:05,0
Pengguna Google,soal gacha mending genshin nya,1,2025-04-29 13:38:47,0
Pengguna Google,asli story nya agak mulai bosenin lalu meta ni game agak gimana gitu ya..,1,2025-04-29 13:07:17,1
Pengguna Google,"Tolong untuk Hsr di launcher PC, size requirements nya di kurangi. Full size gamenya hanya 50 GB an namun perlu penyimpanan 125 GB an untuk dapat mendownloadnya.",4,2025-04-29 11:32:09,0
Pengguna Google,"buatkan versi cloud nya seperti genshin impact, gane ini lebih berat dari genshin impact walaupun dari segi open world tidak terlalu besar, tapi rendering partikel setiap efek itu lebih banyak dan berat dari genshin impact",5,2025-04-29 10:56:26,2
Pengguna Google,"untuk semuanya overall udh bagus tpi,sya mau tnya' apkh ad perbedaan efek yg di kurangi dlm game untuk HP yg berbeda?",5,2025-04-29 10:31:48,0
Pengguna Google,game sebagus gini gratis terimakasih papi mihoyo 😘😘😘,5,2025-04-29 09:51:32,0
Pengguna Google,Hard pity,1,2025-04-29 08:37:57,0
Pengguna Google,pergi ke dokter minta obat tidur malah disuruh Main game ini ternyata emang bikin ngantuk makasih hoyoverse,5,2025-04-29 07:39:31,1
Pengguna Google,"game keren si ini, lebih keren ini game dari pada game legenda seluler upsss",5,2025-04-29 07:22:23,0
Pengguna Google,Kalau bisa Yappingnya di kurang kurangin.,3,2025-04-29 02:45:09,23
Pengguna Google,gem terbaik sepanjang masa,5,2025-04-29 02:03:18,0
Pengguna Google,"HP inflation, Too much new character, powercreep. I don't think this game Will listen to player strugle",5,2025-04-29 01:30:40,3
Pengguna Google,powercreep nya gila-gilaan banget. Karakter cowo B5 jadul ku pada gak ngakat. Sebagai F2P benar-benar di persulit di endgame. Mana karakter sedikit banget jadi jarang nembus Full Star karena sering kalah rate off dan powercreep parah. :'(,5,2025-04-29 01:12:58,24
Pengguna Google,👍,5,2025-04-29 00:27:43,1
Pengguna Google,"Bagus sihh, tpi please tolong adain fitur skip dongg, sebagai Player baru, mau ngejar story+event tu lama bangettt😣, fitur skip dialog seperti zzz😣",4,2025-04-28 23:14:28,0
Pengguna Google,"Buat game turn base grafik, visual dan storynya udah bagus sih, cuma pas dialog si MC terlalu kaku, mulutnya cuma diam, padahal zzz ekspresi karakter sangat beragam, kesannya jadi agak kaku, sisanya udah oke",5,2025-04-28 20:54:03,2
Pengguna Google,"Tolong dong bug karakter nya di ilangin, saya tau itu mungkin karena hp nya dah gk support tapi saya masih pengen main nih game",1,2025-04-28 19:29:15,0
Pengguna Google,Hard pity mulu dah gitu kalah 50/50 Hard Pity and Lose to 50/50,1,2025-04-28 15:25:14,1
Pengguna Google,"Hadirin dong cloud nya, seperti genshin.",5,2025-04-28 15:04:28,14
Pengguna Google,MANTAPPPPPPP,5,2025-04-28 13:45:07,0
Pengguna Google,why you make me lose pity on your 2nd anniversary? i gacha castorice and then himeko came out.. why?... I'm f2p and i don't have any jade.. i just want to know why you make me crying 😭,1,2025-04-28 12:21:13,0
Pengguna Google,Papa. Terima Kasih!,5,2025-04-28 09:44:32,0
Pengguna Google,bagus rimspek,5,2025-04-28 09:03:47,0
Pengguna Google,bagus bet,5,2025-04-28 08:38:53,0
Pengguna Google,Bagus banget,5,2025-04-28 07:57:07,0
Pengguna Google,walau pun hard pity Mulu TPI overall bagus kok,5,2025-04-28 07:34:47,0
Pengguna Google,knp force close mulu si,4,2025-04-28 07:06:48,0
Pengguna Google,game baikk.,5,2025-04-28 04:43:11,0
Pengguna Google,tolong konten end gamenya ditambah,5,2025-04-28 04:15:43,0
Pengguna Google,"77 pull kalah, dan 75 pull lagi masih blm dapet castorice, terimakasih sekarang saya tertawa gila seperti anaxa",1,2025-04-28 03:38:28,0
Pengguna Google,GAME HOYOVERSE GACHA AKU AMPAS MULU UDAH HARD PITY KALAH RATE OFF LAGI ADUHAI😢😢😢😢,5,2025-04-28 00:53:44,0
Pengguna Google,semoga gak selalu kikir,5,2025-04-27 21:12:26,0
Pengguna Google,game nya udah bagus tapi sayang gada fitur skip story males buat story kebanyakan yapping mana lama lagi plis lah hoyoverse kami butuh fitur skip story kayak zzz,5,2025-04-27 14:37:05,0
Pengguna Google,bagus banget gamenya banyak bansos nya,5,2025-04-27 11:53:56,0
Pengguna Google,Good job.,5,2025-04-27 11:49:15,0
Pengguna Google,udah warp 140 kali masih blum dapat B5 yg ada di banernya malah dapet Clara di warp ke 80 sisa nya B4 mulu susah banget dapet B5 nya.....,5,2025-04-27 11:26:43,1
Pengguna Google,"Bagus game hoyo versi turn base, banyak bansos, cuma kekurangan nya kalau gacha relic sering ampas bahkan rerol nya gak guna, dan sering bug muncul di story maupun saat menjelajahi map biasa",3,2025-04-27 11:03:16,1
Pengguna Google,"bagus, tapi semenjak update besar bngt GB nya",2,2025-04-27 10:47:49,0
Pengguna Google,global passive? HP inflation? pfft* hell no,5,2025-04-27 10:40:05,0
Pengguna Google,game nyah sudah saya hapus susah gacha nyah apa lagih buat free 2 play nyari nyah lama ngumpulin nyah keburu habis banner nyah,3,2025-04-27 10:33:26,0
Pengguna Google,"ga jelas bgt siii, masa pas story di tempat bersalju mau nolongin orang nge stuck di black screen tiba"", mana lama bgt lagi kg muncul"", knp sih? bug ya, pls dong perbaiki bug nya",2,2025-04-27 09:40:30,0
Pengguna Google,"Buat game ini jadi seimbang, jangan buat character lama tidak terpakai",1,2025-04-27 07:18:18,4
Pengguna Google,walaupun hampir smua nya chara b5 tapi hsr masih rajin ngasih bansos thx game baik sehat2 yak walaupun castorice gw pulang stelah 150x pull😭,5,2025-04-27 05:55:43,2
Pengguna Google,"tlonk adain karakter pacarku, dia mw jadi anak kesayangan soalnya",1,2025-04-27 05:38:23,0
Pengguna Google,bagus tapi download data terus,2,2025-04-27 04:28:37,0
Pengguna Google,bagus gemnya,1,2025-04-27 04:09:49,0
Pengguna Google,hoyoverse plis lah saya nak karakter castorice plis hoyoverse udh gacha 40x gak dapat plis gacha 50 dapat ya hoyoverse baik selamat ulang tahun ke 2 honkai star rail,5,2025-04-27 03:07:10,0
Pengguna Google,gamenya seru banyak event nya😋,5,2025-04-27 02:22:25,0
Pengguna Google,"game nya bagus banget, cutscene bagus banget apalagi pas cutscene 2.2 kemarin",5,2025-04-26 22:09:54,0
Pengguna Google,"bagusss bngttt pliss, apalgi alur kisah castorice dan acheron nyaaa, yang castorice bikin terharuuu, sedihh, dan game nya banyak event, game nya juga baik kagak pelitttt pulakkk",5,2025-04-26 20:00:17,0
Pengguna Google,MINIMAL KALO GACHA RELIC TUH DISESUAIN KEK KALO BUAT SUPPORT YA DEF KALO BUAT DPS CR/CDM/BREAK INI BUAT DPS DEF GIMANA SIH LO BLOON,1,2025-04-26 17:33:25,0
Pengguna Google,powercreep kurang ajar,3,2025-04-26 16:37:31,1
Pengguna Google,Untuk saya mah udah bagus very good dan ceritanya yang bagus sangat-sangat baguss saya sampai menangis bahagia,5,2025-04-26 15:17:24,0
Pengguna Google,lebih ke curhat sih di anniv ini kecewa berat hard pity kena off di 74 dan coba lagi dpt on nya di 76 anniv terburuk yg pernah ada wkwkwwk pait cok dev mau duit,2,2025-04-26 15:17:07,0
Pengguna Google,Security verification delay too long,1,2025-04-26 12:15:37,1
Pengguna Google,"gangerti kenapa banyak yang bilang game powecreep gila padahal gw pribadi main f2p main juga ga nguli² banget masih oke² aja dan entah kenapa di 3.2 ini gw wangi banget malah dapet castorice, seele, fugue",5,2025-04-26 11:49:41,0
Pengguna Google,anti penyakit powercreep gila🤑🤑🤑🤑,5,2025-04-26 10:49:04,0
Pengguna Google,"Selamat ulang tahun hsr, terimakasih udah nemenin tahun-tahun berharga ku,dan terutama terima sudah menghadirkan karakter secantik dan semenawan herta.jadilah game yang lebih baik lagi,ambil kembali tahta game of the year mu di tahun depan.dan teruslah beri kejutan di setiap updatenya,aku akan terus mendukung walau disaat kamu(hsr) berada di kepurukan. Dari salah satu trailblazer mu~",5,2025-04-26 10:03:40,7
Pengguna Google,mantap ku kira gamenya jelek ternyata absolute cinema,5,2025-04-26 09:21:23,0
Pengguna Google,game dah bagus so does the characters tapi bagi yang punya hp kentang mana kuat buat upgrade..? plis hoyo buat juga dong versi cloud nih game kek yang genshin- 🙏,4,2025-04-26 08:25:34,0
Pengguna Google,"masa kalah rate off ampe 3 kali, katanya guaranteed dapet b5 limited.",1,2025-04-26 08:23:39,2
Pengguna Google,"game nya enak di mainin , seru , alur nya juga bagus , good job deh",5,2025-04-26 06:32:05,0
Pengguna Google,banyak bug,1,2025-04-26 06:12:17,0
Pengguna Google,"ngak nyangka loh hoyo tumben baik, malah sekarang kuro pelit sih",5,2025-04-26 06:03:04,0
Pengguna Google,"Perkembangan game ga terstruktur dengan baik. Karakter bintang 5 cuma jadi barang jualan untuk memaksimalkan pendapatan tapi ga dipertimbangkan dengan aspek-aspek lain dalam game. Saya rasa hoyoverse tidak kekurangan staff, juga tidak kekurangan kreatifitas ataupun dana. Ini seharusnya bisa dihindari dengan tim pengembangan yang mempertimbangkan Kesinambungan Karakter dengan Lore/cerita, (termasuk elemen dan kemampuan). Tidak apa jika rilis karakter tertunda beberapa patch, tapi hasil maksimal",1,2025-04-26 05:27:49,23
Pengguna Google,"Aku rate off dapat bailu dan Lc nya terus. Aku benci game ini, Aku berusaha keras berjam jam mengumpulkan 76 pull hanya untuk dapat Lc bailu...Aku sedih sekali",1,2025-04-26 04:38:35,0
Pengguna Google,"Kalo ngasih pity ngotak dikit lah, masa f2p dikasih high pity giliran waller malah dikasih low pity. Udah gitu dikasih rate off lagi",1,2025-04-26 04:38:10,0
Pengguna Google,"game yang penuh petualangan asik dengan story nya yang kreatif, tpi gw mainin ini game pas gw buka lagi kok download data lagi sih ? Mohon kebijakannya developer, apakah memang game ini masih dalam perbaikan bug ?",2,2025-04-26 04:18:56,0
Pengguna Google,waivunya bagus bikin Galuh😎👍,5,2025-04-26 03:04:53,0
Pengguna Google,"Sangat bagus, game turn base yang tidak membosankan dan memiliki cerita yang sangat menarik. kurang suka di fitur relik yang rng, kalo gak beruntung bisa butuh beberapa bulan hanya untuk 1 karakter.",3,2025-04-26 02:58:19,2
Pengguna Google,menyala hp ku🔥,5,2025-04-26 00:49:59,3
Pengguna Google,"benci banget gw sama puzzle nya, lebih di utamakan dari pada gameplay perang nya, makan nih rating satu",1,2025-04-25 20:56:53,0
Pengguna Google,I love this game good job,5,2025-04-25 20:30:03,0
Pengguna Google,"nih dengerin hoyo apa susah sih ngadain fitur skip story? kalian kira semua orang suka dengan story nih game? dan kalian kira semua orang punya waktu luang banyak, buat ngerjain story yang membosankan dan dialog yang panjang lebar? kalau pun ada yang mau ngikutin story ya mereka ga usah pake fitur, yang lebih parahnya lagi sekarang event aja harus dialog panjang lebar dulu bikin males main. kalian secara tidak langsung memaksa untuk ngikutin stroy yang membosankan itu. sial gak bisa tulis lebih",1,2025-04-25 16:12:57,15
Pengguna Google,game rpg terbaik saat ini semoga developer sehat selalu panjang umur nya dan sering kasih bansos aminnn,5,2025-04-25 16:01:05,0
Pengguna Google,farm relic ampas terus,4,2025-04-25 15:53:53,1
Pengguna Google,WOI LOADING NYA NGE STUCK EEK,1,2025-04-25 15:14:42,0
Pengguna Google,Game baik,5,2025-04-25 14:23:05,0
Pengguna Google,game nya bagus story nya juga bagus terus kalo untuk gaca nya lumayan lah tapi mohon jangan ada sistem kalah red of kalo dak bisa dapat bener minimal di kasih B5 yg old jangan di kasih yg setandar,5,2025-04-25 12:52:10,0
Pengguna Google,bestttt,5,2025-04-25 12:36:10,0
Pengguna Google,"buat tombol skip dong;), jempol bisa bisa kena syndrom:)",1,2025-04-25 12:08:51,2
Pengguna Google,mantapzz game baik hehe,5,2025-04-25 11:03:03,0
Pengguna Google,"yang masih nyinyir powercreep"" mending lu GK usah main ni gem, sono balik main gem bayi lu, Dev udah ngasih bansos bejibun masih ngeluh sana sini, kalo mau NGELUH JANGAN DI SINI SONO BALIK KE GRUB BIRU SAMPAH MU, bocil-bocil😮‍💨",5,2025-04-25 10:49:29,0
Pengguna Google,Gabe nya bagus,5,2025-04-25 06:54:34,0
Pengguna Google,bagus banget wok,5,2025-04-25 03:14:14,0
Pengguna Google,Powercreep Game,1,2025-04-25 00:12:18,2
Pengguna Google,terlalu banyak percakapan storynya tidak to the point no fitur skip juga,2,2025-04-24 23:13:37,1
Pengguna Google,"Bad Anniversary 2nd , Trash Gacha Rate , Percuma banyak Bansos kalo 270+pull cuman dapet Char doang😂",1,2025-04-24 18:21:11,0
Pengguna Google,"Gacha gua ampas terus dah, udah lah kalah di hard pity(welt e4, bailu e3, sepele e2) , eh mau dapat kan nya pun harus hard pity juga, asem lah. Sumpah kalau akun gua lama-lama model kek gini terus, mendingan pensi gua dah.",1,2025-04-24 17:18:08,0
Pengguna Google,"peak animation, cutscene keren, character di cutscene cantik banget, pokoknya keren banget firstime main game ini gua kira bakal ngantuk, ternyata malah ketagihan. storynya keren banget🔥🔥",5,2025-04-24 15:55:54,3
Pengguna Google,powercreep,1,2025-04-24 13:06:29,3
Pengguna Google,game nya bagus cuman kurang fitur bikin anak😭😭,1,2025-04-24 12:11:17,0
Pengguna Google,mantap,5,2025-04-24 11:37:50,0
Pengguna Google,Tolong jangan kalah 50/50 teruss plisss!!!,5,2025-04-24 09:49:27,0
Pengguna Google,plis hoyo tambahanin fitur bikin kencan/nikah ama bikin anak,5,2025-04-24 09:27:51,0
Pengguna Google,saya suka dengan game nya namun memang gak bisa bagus game nya karena sistem HP inflation nya yang gila kali cuk jadi nya terkesan maksa untuk ikut meta seiring update jadi nya malas 🧢,3,2025-04-24 08:52:06,0
Pengguna Google,Best Gacha Game!!,5,2025-04-24 08:01:19,0
Pengguna Google,update nya sangat lama ya,3,2025-04-24 06:07:28,0
Pengguna Google,thanks game baik,5,2025-04-24 04:35:21,0
Pengguna Google,"Powercreap gila, banyakin lagi animasi interaksi kayak zzz, tambahin capturing kayak genshin",3,2025-04-24 03:37:07,0
Pengguna Google,bagus,5,2025-04-24 01:41:29,0
Pengguna Google,Masalah game ini menurut ku cuma 1 powercreep,4,2025-04-24 00:07:18,0
Pengguna Google,"Buat yang main game demi cerita, Honkai: Star Rail tuh juara. Alurnya dibangun rapi, karakter-karakternya punya konflik dan kedalaman yang bikin relate. Tiap bab terasa bermakna, nggak cuma jadi latar buat battle. Kadang bikin mikir, kadang bikin diam. Ini bukan sekadar game, tapi pengalaman cerita yang ngena.",5,2025-04-23 19:19:55,1
