,Nama Pengguna,Teks Ulasan,Rating Bintang,Tanggal Ulasan,Jumlah Likes,Ulasan Bersih,bahasa,auto_labels,auto_labels_list
128,Pengguna Google,oamgad,5,2025-06-18 08:38:20,0,oamgad,pendek,"{'sequence': 'oamgad', 'labels': ['Monetisasi & Gacha', 'Komunitas', 'Grafis', 'Cerita', 'Gameplay', 'Bugs & Error', 'Optimalisasi'], 'scores': [0.4479336440563202, 0.43620845675468445, 0.4290795922279358, 0.42804691195487976, 0.4233306348323822, 0.4194936454296112, 0.4174417555332184]}",[]
129,Pengguna Google,SENJATA BINTANG 5,5,2025-06-18 08:32:56,0,senjata bintang,id,"{'sequence': 'senjata bintang', 'labels': ['Monetisasi & Gacha', 'Komunitas', 'Grafis', 'Cerita', 'Bugs & Error', 'Gameplay', 'Optimalisasi'], 'scores': [0.4630384147167206, 0.44431549310684204, 0.4394986927509308, 0.43632587790489197, 0.4318796694278717, 0.4298654794692993, 0.4289111793041229]}",[]
130,Pengguna Google,game baik,5,2025-06-18 08:10:48,0,game baik,pendek,"{'sequence': 'game baik', 'labels': ['Monetisasi & Gacha', 'Komunitas', 'Grafis', 'Cerita', 'Bugs & Error', 'Gameplay', 'Optimalisasi'], 'scores': [0.43969419598579407, 0.4268719255924225, 0.4244481027126312, 0.4207460582256317, 0.41603827476501465, 0.41559427976608276, 0.41046932339668274]}",[]
131,Pengguna Google,"sangat menikmati game ini dengan karakter yang bagus dan keren. Yang penting sih ceritanya bisa di skip tapi kalau adegan bagus mahh ngga ada skip tapi harus digaris bawahi ""adegan bagus"" mantap dev terus kembangkan👍",5,2025-06-18 07:49:37,0,sangat nikmat game dengan karakter bagus keren penting cerita di skip kalau adegan bagus mahh ngga skip harus gar bawah adegan bagus mantap dev terus kembang,id,"{'sequence': 'sangat nikmat game dengan karakter bagus keren penting cerita di skip kalau adegan bagus mahh ngga skip harus gar bawah adegan bagus mantap dev terus kembang', 'labels': ['Monetisasi & Gacha', 'Gameplay', 'Cerita', 'Komunitas', 'Optimalisasi', 'Grafis', 'Bugs & Error'], 'scores': [0.4166277348995209, 0.4159405529499054, 0.41561928391456604, 0.41505375504493713, 0.4133282005786896, 0.41218647360801697, 0.4084833860397339]}",[]
132,Pengguna Google,Good,5,2025-06-18 07:39:51,0,good,pendek,"{'sequence': 'good', 'labels': ['Monetisasi & Gacha', 'Komunitas', 'Cerita', 'Bugs & Error', 'Gameplay', 'Grafis', 'Optimalisasi'], 'scores': [0.42820629477500916, 0.41246387362480164, 0.40612608194351196, 0.4049496054649353, 0.404572457075119, 0.40378931164741516, 0.3938816487789154]}",[]
133,Pengguna Google,Gamenya sangat seru dengan fight stylenya grafiknya juga okey hampir mirip dengan genshin gsmeplaynya sangat rekomendasi sih main wuwa,5,2025-06-18 07:28:41,0,gamenya sangat seru fight stylenya grafik okey hampir mirip genshin gsmeplaynya sangat rekomendasi main wuwa,id,"{'sequence': 'gamenya sangat seru fight stylenya grafik okey hampir mirip genshin gsmeplaynya sangat rekomendasi main wuwa', 'labels': ['Monetisasi & Gacha', 'Gameplay', 'Optimalisasi', 'Komunitas', 'Grafis', 'Cerita', 'Bugs & Error'], 'scores': [0.42975759506225586, 0.42522650957107544, 0.42354458570480347, 0.4233848452568054, 0.42314857244491577, 0.4218043088912964, 0.42023488879203796]}",[]
134,Pengguna Google,"Gameplay Wuwa dan dari grafik sudah sangan apik, hanya saja kenapa disaat selalu update besar menjadi crash atau tidak pun frame drop pada hp mid-range, tolong lebih diperhatikan untuk mobile agar player menikmati gameplay wuwa ini tanpa harus memperburuk kualitas grafik menjadi paling rendah, untuk keseluruhan game sudah sangat menyenangkan dari gacha sampai UI gamenya mudah untuk player, hanya saja tolong diperhatikan lagi untuk mobile mid-range develop🙏🙏🙏",4,2025-06-18 06:41:58,0,gameplay wuwa grafik sangan apik saja saat selalu update besar jadi crash tidak frame drop hp midrange lebih perhati mobile player nikmat gameplay wuwa tanpa buruk kualitas grafik jadi paling rendah seluruh game sangat senang dari gacha ui gamenya mudah player saja perhati untuk mobile midrange develop,id,"{'sequence': 'gameplay wuwa grafik sangan apik saja saat selalu update besar jadi crash tidak frame drop hp midrange lebih perhati mobile player nikmat gameplay wuwa tanpa buruk kualitas grafik jadi paling rendah seluruh game sangat senang dari gacha ui gamenya mudah player saja perhati untuk mobile midrange develop', 'labels': ['Grafis', 'Komunitas', 'Gameplay', 'Monetisasi & Gacha', 'Optimalisasi', 'Cerita', 'Bugs & Error'], 'scores': [0.43624943494796753, 0.4358707070350647, 0.43449679017066956, 0.4337206184864044, 0.43306204676628113, 0.4321732819080353, 0.43017980456352234]}",[]
135,Pengguna Google,W Game ♥️♥️,5,2025-06-18 06:40:03,0,w game,pendek,"{'sequence': 'w game', 'labels': ['Monetisasi & Gacha', 'Komunitas', 'Cerita', 'Gameplay', 'Grafis', 'Optimalisasi', 'Bugs & Error'], 'scores': [0.44938740134239197, 0.43958133459091187, 0.43794170022010803, 0.4319550693035126, 0.4312840700149536, 0.42535752058029175, 0.42530539631843567]}",[]
136,Pengguna Google,oii tolong pikirkan lagi soal dua anomali diQuest flames in the deep 😑😑😑,4,2025-06-18 06:34:45,0,oii pikir soal anomali diquest flames in the deep,fr,"{'sequence': 'oii pikir soal anomali diquest flames in the deep', 'labels': ['Komunitas', 'Optimalisasi', 'Monetisasi & Gacha', 'Grafis', 'Cerita', 'Gameplay', 'Bugs & Error'], 'scores': [0.4522629678249359, 0.4491150975227356, 0.4476505517959595, 0.4430577754974365, 0.44092053174972534, 0.4408327639102936, 0.4316785931587219]}",[]
137,Pengguna Google,"give me carteciya kuro 🥹,My astrite is getting thinner",5,2025-06-18 06:02:25,0,give me carteciya kuro my astrite is getting thinner,en,"{'sequence': 'give me carteciya kuro my astrite is getting thinner', 'labels': ['Monetisasi & Gacha', 'Komunitas', 'Grafis', 'Bugs & Error', 'Optimalisasi', 'Cerita', 'Gameplay'], 'scores': [0.46720993518829346, 0.45376044511795044, 0.44428661465644836, 0.4428096115589142, 0.44165563583374023, 0.43911072611808777, 0.43469542264938354]}",[]
138,Pengguna Google,game yg sangat melebihi ekspektasi,5,2025-06-18 06:01:55,0,game sangat lebih ekspektasi,id,"{'sequence': 'game sangat lebih ekspektasi', 'labels': ['Komunitas', 'Monetisasi & Gacha', 'Grafis', 'Gameplay', 'Cerita', 'Optimalisasi', 'Bugs & Error'], 'scores': [0.43053677678108215, 0.4304035007953644, 0.4282449185848236, 0.4227416515350342, 0.42273032665252686, 0.4225181043148041, 0.41646432876586914]}",[]
139,Pengguna Google,ini tadi pas ku mainin kok ngeleg ya padahal dah Helio g100 sama internet lancar tolong nanti di perbaiki di bagian grafik nya agar tidak ngelag,5,2025-06-18 05:41:49,0,tadi pas ku mainin ngeleg padahal dah hio g sama internet lancar nanti baik bagi grafik tidak ngelag,id,"{'sequence': 'tadi pas ku mainin ngeleg padahal dah hio g sama internet lancar nanti baik bagi grafik tidak ngelag', 'labels': ['Komunitas', 'Monetisasi & Gacha', 'Grafis', 'Optimalisasi', 'Bugs & Error', 'Cerita', 'Gameplay'], 'scores': [0.41920095682144165, 0.41752541065216064, 0.41645270586013794, 0.41532039642333984, 0.410958856344223, 0.41044941544532776, 0.40890398621559143]}",[]
140,Pengguna Google,"makasih admin sebagai pemain pemula sudah menang 4 kali gaca tanpa kalah, meskipun nanti kedepannya kalah karena ada sistem supaya player hanya memiliki batasan kemenangan saat gaca dan sekian dari saya dan gameplay sama alurnya bagus walaupun kurang bisa bahasa belajar Inggris",5,2025-06-18 05:40:50,0,makasih admin main mula menang kali gaca kalah meski depan kalah ada sistem player milik batas menang gaca sekian saya gameplay sama alur bagus walaupun kurang bahasa ajar inggris,id,"{'sequence': 'makasih admin main mula menang kali gaca kalah meski depan kalah ada sistem player milik batas menang gaca sekian saya gameplay sama alur bagus walaupun kurang bahasa ajar inggris', 'labels': ['Komunitas', 'Grafis', 'Monetisasi & Gacha', 'Optimalisasi', 'Cerita', 'Gameplay', 'Bugs & Error'], 'scores': [0.4104447364807129, 0.4077078104019165, 0.40745508670806885, 0.4062933623790741, 0.40619900822639465, 0.40604373812675476, 0.4045041799545288]}",[]
141,Pengguna Google,ampun dah kuro kasih hp kentang keringanan lah,5,2025-06-18 05:40:08,0,ampun dah kuro kasih hp kentang ringan lah,id,"{'sequence': 'ampun dah kuro kasih hp kentang ringan lah', 'labels': ['Monetisasi & Gacha', 'Komunitas', 'Grafis', 'Optimalisasi', 'Cerita', 'Gameplay', 'Bugs & Error'], 'scores': [0.41573643684387207, 0.4113743007183075, 0.4028605818748474, 0.40271732211112976, 0.4026849865913391, 0.39932817220687866, 0.3986176550388336]}",[]
142,Pengguna Google,sering force close main kartu,1,2025-06-18 05:06:30,0,sering force close main kartu,en,"{'sequence': 'sering force close main kartu', 'labels': ['Monetisasi & Gacha', 'Komunitas', 'Grafis', 'Optimalisasi', 'Cerita', 'Gameplay', 'Bugs & Error'], 'scores': [0.44522547721862793, 0.44271567463874817, 0.44165849685668945, 0.43821293115615845, 0.4324728548526764, 0.4312645494937897, 0.42762306332588196]}",[]
143,Pengguna Google,"mana bahasa baru yang kau janjikan itu wut😡,player dah banyak pendapat juga banyak,itu gak respect banget loh ya",1,2025-06-18 04:48:46,0,mana bahasa baru kau janji wutplayer dah banyak dapat banyakitu respect banget loh,id,"{'sequence': 'mana bahasa baru kau janji wutplayer dah banyak dapat banyakitu respect banget loh', 'labels': ['Komunitas', 'Monetisasi & Gacha', 'Grafis', 'Cerita', 'Optimalisasi', 'Gameplay', 'Bugs & Error'], 'scores': [0.44207531213760376, 0.4410458505153656, 0.43690574169158936, 0.43405282497406006, 0.43204474449157715, 0.42836588621139526, 0.4283607006072998]}",[]
144,Pengguna Google,"Lagg so much when i battle, genshin having much size but not lagging, why you lagging so much?? I prefer genshin if your game lagging on mobile stop calling it mobile game and just make this game for PC, and stop taking hoyo's idea, make your own idea, but i bet you can't your game is having the same consept as them, such a shame",1,2025-06-18 04:00:08,0,lagg so much when i battle genshin having much size but not lagging why you lagging so much i prefer genshin if your game lagging on mobile stop calling it mobile game and just make this game for pc and stop taking hoyos idea make your own idea but i bet you cant your game is having the same consept as them such a shame,en,"{'sequence': 'lagg so much when i battle genshin having much size but not lagging why you lagging so much i prefer genshin if your game lagging on mobile stop calling it mobile game and just make this game for pc and stop taking hoyos idea make your own idea but i bet you cant your game is having the same consept as them such a shame', 'labels': ['Monetisasi & Gacha', 'Komunitas', 'Grafis', 'Optimalisasi', 'Gameplay', 'Bugs & Error', 'Cerita'], 'scores': [0.43094342947006226, 0.4299241304397583, 0.42898643016815186, 0.4280339181423187, 0.42738333344459534, 0.42736250162124634, 0.42613857984542847]}",[]
145,Pengguna Google,kecilin lagi bang hp gw frame wkwkw🗿,4,2025-06-18 03:37:11,0,kecilin bang hp gw frame wkwkw,en,"{'sequence': 'kecilin bang hp gw frame wkwkw', 'labels': ['Komunitas', 'Grafis', 'Optimalisasi', 'Monetisasi & Gacha', 'Gameplay', 'Cerita', 'Bugs & Error'], 'scores': [0.43985018134117126, 0.4392763376235962, 0.4315621852874756, 0.4301992356777191, 0.4300707280635834, 0.42405185103416443, 0.4181738793849945]}",[]
146,Pengguna Google,"sebagai Player genshin, saya akui wuwa emang Bagus",4,2025-06-18 03:03:32,0,player genshin aku wuwa emang bagus,tl,"{'sequence': 'player genshin aku wuwa emang bagus', 'labels': ['Monetisasi & Gacha', 'Komunitas', 'Grafis', 'Cerita', 'Gameplay', 'Optimalisasi', 'Bugs & Error'], 'scores': [0.4426598846912384, 0.4327232837677002, 0.43111589550971985, 0.4297569990158081, 0.427127867937088, 0.42380550503730774, 0.4155519902706146]}",[]
147,Pengguna Google,baik hati,5,2025-06-18 02:52:09,0,baik hati,pendek,"{'sequence': 'baik hati', 'labels': ['Monetisasi & Gacha', 'Komunitas', 'Cerita', 'Gameplay', 'Grafis', 'Optimalisasi', 'Bugs & Error'], 'scores': [0.4238338768482208, 0.42160841822624207, 0.4184868335723877, 0.4135865271091461, 0.4119707942008972, 0.40363824367523193, 0.3991367518901825]}",[]
148,Pengguna Google,good,5,2025-06-18 02:25:58,0,good,pendek,"{'sequence': 'good', 'labels': ['Monetisasi & Gacha', 'Komunitas', 'Cerita', 'Bugs & Error', 'Gameplay', 'Grafis', 'Optimalisasi'], 'scores': [0.42820629477500916, 0.41246387362480164, 0.40612608194351196, 0.4049496054649353, 0.404572457075119, 0.40378931164741516, 0.3938816487789154]}",[]
149,Pengguna Google,menang 50/50,5,2025-06-18 02:14:56,0,menang,pendek,"{'sequence': 'menang', 'labels': ['Monetisasi & Gacha', 'Komunitas', 'Cerita', 'Grafis', 'Gameplay', 'Optimalisasi', 'Bugs & Error'], 'scores': [0.4375649094581604, 0.42480507493019104, 0.42247793078422546, 0.4202391803264618, 0.41934382915496826, 0.41552600264549255, 0.40705037117004395]}",[]
150,Pengguna Google,"the update is too big,, always lagging and everytime I'm login, it's always ask me to download again over and over,, with those big download, why do I need to download the data again? it's already 4th times for 1 phase",1,2025-06-18 01:09:52,0,the update is too big always lagging and everytime im login its always ask me to download again over and over with those big download why do i need to download the data again its already th times for phase,en,"{'sequence': 'the update is too big always lagging and everytime im login its always ask me to download again over and over with those big download why do i need to download the data again its already th times for phase', 'labels': ['Komunitas', 'Monetisasi & Gacha', 'Grafis', 'Optimalisasi', 'Cerita', 'Bugs & Error', 'Gameplay'], 'scores': [0.41641080379486084, 0.41466227173805237, 0.4111340343952179, 0.4108857810497284, 0.4055057466030121, 0.4054601192474365, 0.40433111786842346]}",[]
151,Pengguna Google,"Semoga lebih hoki lagi ☺😁 Btw, tambahkan bahasa Indonesia dong kuro ☺ saya gak ngerti alur ceritanya, gak bisa bahasa inggris 😥",5,2025-06-18 01:08:51,0,moga lebih hoki btw tambah bahasa indonesia dong kuro ngerti alur cerita tidak bisa bahasa inggris,id,"{'sequence': 'moga lebih hoki btw tambah bahasa indonesia dong kuro ngerti alur cerita tidak bisa bahasa inggris', 'labels': ['Monetisasi & Gacha', 'Cerita', 'Komunitas', 'Gameplay', 'Grafis', 'Bugs & Error', 'Optimalisasi'], 'scores': [0.4180820882320404, 0.4131271541118622, 0.4127841889858246, 0.4079188108444214, 0.4075302183628082, 0.4052055776119232, 0.4036986231803894]}",[]
152,Pengguna Google,game gacor,5,2025-06-18 00:41:55,0,game gacor,pt,"{'sequence': 'game gacor', 'labels': ['Monetisasi & Gacha', 'Cerita', 'Komunitas', 'Grafis', 'Bugs & Error', 'Gameplay', 'Optimalisasi'], 'scores': [0.44628480076789856, 0.42764046788215637, 0.426934152841568, 0.42660388350486755, 0.4228745400905609, 0.42198309302330017, 0.4143623411655426]}",[]
153,Pengguna Google,mantap,5,2025-06-18 00:35:44,0,mantap,pendek,"{'sequence': 'mantap', 'labels': ['Monetisasi & Gacha', 'Komunitas', 'Optimalisasi', 'Cerita', 'Gameplay', 'Grafis', 'Bugs & Error'], 'scores': [0.442288339138031, 0.44008710980415344, 0.42815080285072327, 0.42797842621803284, 0.42764046788215637, 0.42674145102500916, 0.4172596335411072]}",[]
154,Pengguna Google,terimakasih banyak game baik,5,2025-06-18 00:29:30,0,terimakasih banyak game baik,id,"{'sequence': 'terimakasih banyak game baik', 'labels': ['Komunitas', 'Monetisasi & Gacha', 'Optimalisasi', 'Grafis', 'Cerita', 'Gameplay', 'Bugs & Error'], 'scores': [0.41954687237739563, 0.41782495379447937, 0.41596949100494385, 0.415880411863327, 0.41492632031440735, 0.41345658898353577, 0.40668243169784546]}",[]
155,Pengguna Google,walau sering kalah rate off saya tetap bermain game ini,5,2025-06-18 00:05:51,0,sering kalah rate off tetap main game,id,"{'sequence': 'sering kalah rate off tetap main game', 'labels': ['Monetisasi & Gacha', 'Cerita', 'Komunitas', 'Grafis', 'Optimalisasi', 'Gameplay', 'Bugs & Error'], 'scores': [0.4244627058506012, 0.42074307799339294, 0.42034071683883667, 0.41812628507614136, 0.41764360666275024, 0.41735514998435974, 0.41216781735420227]}",[]
156,Pengguna Google,"game nya bagus tapi tiap update size nya gede dan terlalu berat untuk dimainkan, saya tau klo ini game berat tapi baru dimainin udah panas woi hp dan beresiko fc",4,2025-06-17 23:15:57,0,game bagus tiap update size gede terlalu berat main tau klo game berat baru dimainin udah panas woi hp resiko fc,id,"{'sequence': 'game bagus tiap update size gede terlalu berat main tau klo game berat baru dimainin udah panas woi hp resiko fc', 'labels': ['Komunitas', 'Optimalisasi', 'Grafis', 'Gameplay', 'Monetisasi & Gacha', 'Cerita', 'Bugs & Error'], 'scores': [0.43612906336784363, 0.4337359666824341, 0.4334009885787964, 0.43156009912490845, 0.43096962571144104, 0.43014559149742126, 0.42390429973602295]}",[]
157,Pengguna Google,plis lah gacha dipermudah masa dapet hard pity terus,1,2025-06-17 22:50:43,0,plis lah gacha mudah masa dapet hard pity terus,id,"{'sequence': 'plis lah gacha mudah masa dapet hard pity terus', 'labels': ['Komunitas', 'Monetisasi & Gacha', 'Grafis', 'Optimalisasi', 'Cerita', 'Gameplay', 'Bugs & Error'], 'scores': [0.4399399757385254, 0.43180105090141296, 0.4291524887084961, 0.4268915355205536, 0.42251867055892944, 0.421549528837204, 0.41339701414108276]}",[]
158,Pengguna Google,"wah hoki bener disini, no kikir kikir",5,2025-06-17 22:23:09,0,wah hoki bener sini no kikir kikir,id,"{'sequence': 'wah hoki bener sini no kikir kikir', 'labels': ['Monetisasi & Gacha', 'Komunitas', 'Gameplay', 'Grafis', 'Cerita', 'Optimalisasi', 'Bugs & Error'], 'scores': [0.4363539516925812, 0.4239395558834076, 0.41938555240631104, 0.41907623410224915, 0.41875869035720825, 0.4186984598636627, 0.4097902476787567]}",[]
159,Pengguna Google,Kikir 2.4,1,2025-06-17 22:21:54,2,kikir,pendek,"{'sequence': 'kikir', 'labels': ['Monetisasi & Gacha', 'Komunitas', 'Grafis', 'Gameplay', 'Cerita', 'Optimalisasi', 'Bugs & Error'], 'scores': [0.4411758780479431, 0.4368407428264618, 0.42872515320777893, 0.42791748046875, 0.42616480588912964, 0.4254446029663086, 0.41681596636772156]}",[]
160,Pengguna Google,"100/10 GAME INI JAUH LEBIH BAGUS DARI GENSHIN!! Aku sangat senang sekali setelah upgrade device dan bisa memainkan game ini, karena game ini bener-bener sangat amat bagus dari segi apa pun. Story yang bagus dan bisa membuat player meneteskan air mata, combat yang sat set dan satisfyng, grafik yang sangat amat bagus untuk seukuran game mobile, eksplorasi yang di permudah karena bisa terbang (hanya map rinascita) Tolong di permudah untuk mendapatkan sealed tube. Terimakasih KURO",5,2025-06-17 20:29:56,0,game jauh lebih bagus genshin aku sangat senang sekali upgrade device bisa main game game benerbener sangat bagus segi apa story bagus bisa buat player tetes air mata combat sat set satisfyng grafik sangat bagus ukur game mobile eksplorasi di mudah karena bisa terbang map rinascita di mudah dapat sealed tube terimakasih kuro,id,"{'sequence': 'game jauh lebih bagus genshin aku sangat senang sekali upgrade device bisa main game game benerbener sangat bagus segi apa story bagus bisa buat player tetes air mata combat sat set satisfyng grafik sangat bagus ukur game mobile eksplorasi di mudah karena bisa terbang map rinascita di mudah dapat sealed tube terimakasih kuro', 'labels': ['Grafis', 'Komunitas', 'Optimalisasi', 'Gameplay', 'Monetisasi & Gacha', 'Bugs & Error', 'Cerita'], 'scores': [0.4439169466495514, 0.4432314336299896, 0.4424254298210144, 0.441040575504303, 0.439443439245224, 0.4392092227935791, 0.4390001595020294]}",[]
161,Pengguna Google,"aku kasih rating rendah karena hp ku device issue, thanks for your work kuro",3,2025-06-17 20:18:51,0,aku kasih rating rendah hp ku device issue thanks for your work kuro,id,"{'sequence': 'aku kasih rating rendah hp ku device issue thanks for your work kuro', 'labels': ['Monetisasi & Gacha', 'Komunitas', 'Grafis', 'Optimalisasi', 'Cerita', 'Gameplay', 'Bugs & Error'], 'scores': [0.43336784839630127, 0.4325962960720062, 0.4288371801376343, 0.42443281412124634, 0.4238567054271698, 0.4216098487377167, 0.41798165440559387]}",[]
162,Pengguna Google,tolong di kasih bahasa Indonesia nya,1,2025-06-17 20:06:41,0,di kasih bahasa indonesia,id,"{'sequence': 'di kasih bahasa indonesia', 'labels': ['Komunitas', 'Monetisasi & Gacha', 'Cerita', 'Grafis', 'Gameplay', 'Bugs & Error', 'Optimalisasi'], 'scores': [0.42659124732017517, 0.42572447657585144, 0.42130693793296814, 0.41604387760162354, 0.4089725613594055, 0.40861275792121887, 0.4045615792274475]}",[]
163,Pengguna Google,good game,5,2025-06-17 19:18:10,0,good game,pendek,"{'sequence': 'good game', 'labels': ['Monetisasi & Gacha', 'Komunitas', 'Cerita', 'Gameplay', 'Grafis', 'Bugs & Error', 'Optimalisasi'], 'scores': [0.42786481976509094, 0.4141641855239868, 0.4134756624698639, 0.4097840189933777, 0.4072677493095398, 0.4069627523422241, 0.39690014719963074]}",[]
164,Pengguna Google,upadtenya kalo baso 10gb ajalh..pengguran nih..ngaada kerjaan...,3,2025-06-17 19:09:37,0,upadtenya kalau baso gb ajalhpengguran nihngaada kerja,id,"{'sequence': 'upadtenya kalau baso gb ajalhpengguran nihngaada kerja', 'labels': ['Komunitas', 'Grafis', 'Monetisasi & Gacha', 'Optimalisasi', 'Gameplay', 'Cerita', 'Bugs & Error'], 'scores': [0.45682668685913086, 0.45210325717926025, 0.44746068120002747, 0.44418609142303467, 0.43956559896469116, 0.43809986114501953, 0.42945483326911926]}",[]
165,Pengguna Google,good game seru awalnya kukira boring ternyata seru juga setelah main seminggu mungkin?? . pokoknya seru lah ✌,4,2025-06-17 19:00:46,0,good game seru awal kira boring nyata seru telah main minggu mungkin pokok seru lah,id,"{'sequence': 'good game seru awal kira boring nyata seru telah main minggu mungkin pokok seru lah', 'labels': ['Komunitas', 'Monetisasi & Gacha', 'Gameplay', 'Grafis', 'Optimalisasi', 'Cerita', 'Bugs & Error'], 'scores': [0.41486290097236633, 0.4134773015975952, 0.4128105044364929, 0.4117489159107208, 0.4116762578487396, 0.41158369183540344, 0.4059215188026428]}",[]
166,Pengguna Google,"game nya lumayan menarik,kalo bisa ada romansa nya buat karakter utama Rover dan baizhi",4,2025-06-17 18:27:39,0,game lumayan menarikkalo ada romansa buat karakter utama rover baizhi,id,"{'sequence': 'game lumayan menarikkalo ada romansa buat karakter utama rover baizhi', 'labels': ['Monetisasi & Gacha', 'Gameplay', 'Komunitas', 'Cerita', 'Grafis', 'Optimalisasi', 'Bugs & Error'], 'scores': [0.4332316815853119, 0.4325377643108368, 0.4312039017677307, 0.430983304977417, 0.430839478969574, 0.42928433418273926, 0.42321839928627014]}",[]
167,Pengguna Google,min adain sub indo,2,2025-06-17 17:18:29,0,min adain sub indo,id,"{'sequence': 'min adain sub indo', 'labels': ['Monetisasi & Gacha', 'Komunitas', 'Cerita', 'Grafis', 'Gameplay', 'Optimalisasi', 'Bugs & Error'], 'scores': [0.45329269766807556, 0.4472537338733673, 0.4368187487125397, 0.43178027868270874, 0.42649486660957336, 0.42425429821014404, 0.4234806001186371]}",[]
168,Pengguna Google,"Semua aspek di dalam game sangat bagus mulai dari segi story, progress, bahkan coop. Akan tetapi semenjak update 2.4 perangkat saya menjadi sering fc, tolong optimisasikan patch terbaru ini",4,2025-06-17 15:53:26,0,semua aspek dalam game sangat bagus mulai segi story progress bahkan coop tetapi semenjak update perangkat jadi sering fc optimisasikan patch baru,id,"{'sequence': 'semua aspek dalam game sangat bagus mulai segi story progress bahkan coop tetapi semenjak update perangkat jadi sering fc optimisasikan patch baru', 'labels': ['Grafis', 'Komunitas', 'Monetisasi & Gacha', 'Gameplay', 'Optimalisasi', 'Cerita', 'Bugs & Error'], 'scores': [0.42291489243507385, 0.421282559633255, 0.4190216064453125, 0.41811978816986084, 0.4179667532444, 0.4130229353904724, 0.41241827607154846]}",[]
169,Pengguna Google,gua sayang lo wuwa,5,2025-06-17 15:45:24,0,gua sayang lo wuwa,tl,"{'sequence': 'gua sayang lo wuwa', 'labels': ['Monetisasi & Gacha', 'Komunitas', 'Cerita', 'Grafis', 'Optimalisasi', 'Bugs & Error', 'Gameplay'], 'scores': [0.4481273293495178, 0.44190382957458496, 0.43485862016677856, 0.4266608953475952, 0.42544955015182495, 0.42470917105674744, 0.42045632004737854]}",[]
170,Pengguna Google,"kenapa sering force cloces sihhhhhhhhh, setelah update lagi dan lagi malah memburuk, udah lah gacha convene nya hard pity terus, di awal doang bagus, eh makin lama malah jadi buruk",5,2025-06-17 15:41:22,1,sering force cloces sihhhhhhhhh update dan malah buruk udah lah gacha convene hard pity terus awal doang bagus eh makin lama malah jadi buruk,id,"{'sequence': 'sering force cloces sihhhhhhhhh update dan malah buruk udah lah gacha convene hard pity terus awal doang bagus eh makin lama malah jadi buruk', 'labels': ['Komunitas', 'Monetisasi & Gacha', 'Optimalisasi', 'Grafis', 'Gameplay', 'Cerita', 'Bugs & Error'], 'scores': [0.42696061730384827, 0.42474043369293213, 0.4227142632007599, 0.4220083951950073, 0.421658992767334, 0.41606417298316956, 0.4160256087779999]}",[]
171,Pengguna Google,"Game nya sangat bagus, tapi tolong gamenya diperkecil lagi size-nya, hp kentang juga pengen main🥺",4,2025-06-17 15:33:51,1,game sangat bagus tolong gamenya kecil sizenya hp kentang ken main,id,"{'sequence': 'game sangat bagus tolong gamenya kecil sizenya hp kentang ken main', 'labels': ['Optimalisasi', 'Grafis', 'Komunitas', 'Monetisasi & Gacha', 'Gameplay', 'Cerita', 'Bugs & Error'], 'scores': [0.43052032589912415, 0.43031322956085205, 0.4293588101863861, 0.4263981878757477, 0.4238259196281433, 0.41860705614089966, 0.41696950793266296]}",[]
172,Pengguna Google,"Overall my Gacha 5* limited only get with hard pity, I hate that, I wanna uninstall this game.",1,2025-06-17 15:17:04,2,overall my gacha limited only get with hard pity i hate that i wanna uninstall this game,en,"{'sequence': 'overall my gacha limited only get with hard pity i hate that i wanna uninstall this game', 'labels': ['Monetisasi & Gacha', 'Gameplay', 'Komunitas', 'Grafis', 'Optimalisasi', 'Cerita', 'Bugs & Error'], 'scores': [0.422696590423584, 0.41354089975357056, 0.41162246465682983, 0.4103947579860687, 0.40924006700515747, 0.40870365500450134, 0.40829744935035706]}",[]
173,Pengguna Google,"Rate off hart pity rate off hard pity, I'm done, skip all banner(except chisa)until next anniv, all my Gacha get 5* with only Hard pity, exhausted",2,2025-06-17 15:15:44,1,rate off hart pity rate off hard pity im done skip all bannerexcept chisauntil next anniv all my gacha get with only hard pity exhausted,en,"{'sequence': 'rate off hart pity rate off hard pity im done skip all bannerexcept chisauntil next anniv all my gacha get with only hard pity exhausted', 'labels': ['Grafis', 'Komunitas', 'Optimalisasi', 'Monetisasi & Gacha', 'Gameplay', 'Bugs & Error', 'Cerita'], 'scores': [0.4177870750427246, 0.41592705249786377, 0.4151354730129242, 0.4149055778980255, 0.41273587942123413, 0.4082595407962799, 0.40754568576812744]}",[]
174,Pengguna Google,Amazing,5,2025-06-17 14:36:07,0,amazing,pendek,"{'sequence': 'amazing', 'labels': ['Monetisasi & Gacha', 'Komunitas', 'Cerita', 'Gameplay', 'Grafis', 'Optimalisasi', 'Bugs & Error'], 'scores': [0.4355485141277313, 0.4243934452533722, 0.42038530111312866, 0.41531679034233093, 0.4147306978702545, 0.4118909239768982, 0.40990203619003296]}",[]
175,Pengguna Google,nice game,5,2025-06-17 14:29:35,0,nice game,pendek,"{'sequence': 'nice game', 'labels': ['Monetisasi & Gacha', 'Komunitas', 'Cerita', 'Grafis', 'Bugs & Error', 'Gameplay', 'Optimalisasi'], 'scores': [0.43187960982322693, 0.4152067005634308, 0.4106009900569916, 0.40778347849845886, 0.4074958562850952, 0.40685293078422546, 0.3998345732688904]}",[]
