Nama Pengguna,Teks Ulasan,Rating Bintang,Tanggal Ulasan,Jumlah Likes,Ulasan Bersih,bahasa,AutoLabel_Cerita,AutoLabel_Gameplay,AutoLabel_Grafis,AutoLabel_Bugs & Error,AutoLabel_Optimalisasi,AutoLabel_Monetisasi & Gacha,AutoLabel_Komunitas
Pengguna Google,"gamenya sangat bagus hanya saja game ini tergolong lumayan berat jadi mohon pihak developer dikembangkan lagi gamenya, Terima kasih.",4,2025-06-20 21:54:40,0,game sangat bagus saja game golong lumayan berat jadi mohon pihak developer kembang game terima kasih,id,0,1,0,0,0,0,0
Pengguna Google,"game seruu,apa lagi kalo bisa ada bahasa Indonesianyaa 😁😄",5,2025-06-20 16:49:33,0,game seruuapa kalau ada bahasa indonesianyaa,id,0,1,0,0,0,0,0
Pengguna Google,"Game bagus, tolong optimalkan lagi untuk perangkat mobile agar bisa menikmati grafis yang lebih baik",5,2025-06-20 15:43:23,0,game bagus optimal untuk perangkat mobile bisa nikmat grafis lebih baik,id,0,1,1,0,1,0,0
Pengguna Google,"saya mohon kepada developer yang terhormat baca pesan saya ini(saya bersyukur dan sangat berterima kasih jika anda membaca dan menanggapi apa yang saya keluhkan) saya benar benar memohon agar developer menambahkan fitur hapus data quest yang telah di selesaikan,dengan begitu game tersebut tidak terlalu banyak memakan penyimpanan internal,saya sudah terlanjur menyukai dan menikmati game ini dan jujur saja sangat saya sayangkan jika harus berhenti karena penyimpanan saya tidak cukup....",3,2025-06-20 15:29:05,0,mohon developer hormat baca pesan inisaya syukur sangat terima kasih anda baca tanggap apa keluh benar benar mohon developer tambah fitur hapus data quest telah selesaikandengan game sebut terlalu banyak makan simpan internalsaya lanjur suka nikmat game dan jujur sangat sayang harus henti simpan saya tidak cukup,id,0,1,1,0,0,0,0
Pengguna Google,gendeng taktik marketing gila baru gacha udah dapet karakter b5 Ama signature nya,5,2025-06-20 15:19:01,0,gendeng taktik marketing gila baru gacha dapat karakter b ama signature nya,id,0,0,0,0,0,1,0
Pengguna Google,"Gameplay-nya solid dengan sistem combat yang responsif dan movement yang inovatif. Visual dan audio ditangani dengan sangat baik, memberikan pengalaman yang imersif. Meskipun masih ada bug minor, kualitas keseluruhannya menunjukkan potensi besar untuk berkembang lebih jauh kedepannya nanti.",5,2025-06-20 15:18:26,6,gameplaynya solid sistem combat responsif movement inovatif visual audio tangan sangat baik beri alam imersif meski ada bug minor kualitas seluruh tunjuk potensi besar kembang lebih jauh depan,id,0,1,0,0,0,0,0
Pengguna Google,Tolong untuk sistemnya di stabilkan lagi itu aja,5,2025-06-20 15:07:41,0,untuk sistem stabil itu aja,id,0,0,0,0,0,0,0
Pengguna Google,"grafik, karakter dan optimisasi sangat sangat bagus tapi tidak ada bahasa Indonesia, semoga update kedepannya ada bahasa Indonesia",5,2025-06-20 13:50:34,0,grafik karakter optimisasi sangat sangat bagus tidak bahasa indonesia moga update depan bahasa indonesia,id,0,0,1,0,1,0,0
Pengguna Google,saya berharap setelah story mendapatkan lebih banyak diamond,4,2025-06-20 12:50:21,0,harap story dapat lebih banyak diamond,id,0,0,0,0,0,0,0
Pengguna Google,weel played aku kasih bintang satu karena aku nguli 3 bulan 10456 satrird kalah rate off di cartethiya pity 75 dapet jianxing emang game gacha itu buang buang waktu ku aja dasarnya ya sudah lah,1,2025-06-20 12:20:46,6,weel played aku kasih bintang satu aku nguli bulan satrird kalah rate off cartethiya pity jianxing emang game gacha buang buang waktu aku aja dasar sudah lah,id,0,1,0,0,0,0,0
Pengguna Google,terimakasih game baik,5,2025-06-20 12:19:30,0,terimakasih game baik,id,0,1,0,0,0,0,0
Pengguna Google,"seru banget, terus Dev nya baik bgt",5,2025-06-20 11:45:52,0,seru banget terus dev nya baik banget,id,0,1,0,0,1,0,0
Pengguna Google,sangat sesuai expetasi,5,2025-06-20 11:20:57,0,sangat sesuai expetasi,id,0,0,0,0,1,0,0
Pengguna Google,"gamenya bagus sekali pake banget tolong bgt donk devnya kasi bahasa indonesia,rugi donk klu game sebagus ini gk ada bahasa indonesianya🥺🥺🥺🥺🥺",5,2025-06-20 11:06:10,0,game bagus sekali pakai banget banget donk devnya kasi bahasa indonesiarugi donk klu game bagus tidak bahasa indonesia,id,0,1,0,0,0,0,0
Pengguna Google,mohon tambahkan bahasa indonesia,2,2025-06-20 11:01:50,0,mohon tambah bahasa indonesia,id,0,0,0,0,0,0,0
Pengguna Google,gamenya sangat bagus cuma berharap bakal ada fitur buat pindah server...,5,2025-06-20 10:16:31,0,game sangat bagus cuma harap bakal fitur buat pindah server,id,0,1,0,0,0,0,0
Pengguna Google,"gameee baik masya allahh pokonya. g kikir kaya game sebelah, grafik memanjakan mata, story keren, cut scene keren, explore seru",5,2025-06-20 9:02:44,0,gameee baik masya allahh poko g kikir kaya game belah grafik manja mata story keren cut scene keren explore seru,id,0,1,1,0,0,0,0
Pengguna Google,"walaupun game nya sangat berat dan device saya hanya mampu memainkan wuwa 30 fps,tapi game ini sangat2 bagus dari semua aspek",5,2025-06-20 9:00:21,0,walaupun game nya sangat berat device hanya mampu main wuwa fpstapi game sangat bagus semua aspek,id,0,0,0,0,0,0,0
Pengguna Google,hp saya Oppo a 3 x main genshin impact lancar main pgr lancar cuma 1 game ini ini size nya ga gede gede amat kaya genshin impact Tapi suka keluar sendiri dari game tiba tiba pas lagi ngerjain misi buat kalian yang sama ngalamin for close alias keluar sendiri pas lagi enak main sini kumpul kita demo padahal ram banyak internal juga masih luas,1,2025-06-20 6:41:10,0,hp oppo a x main genshin impact lancar main pgr lancar cuma game ini size nya gede gede kaya genshin impact suka keluar sendiri game tiba tiba pas ngerjain misi buat kalian sama ngalamin for close alias keluar sendiri pas enak main sini kumpul demo padahal ram banyak internal masih luas,id,0,1,0,0,0,0,0
Pengguna Google,game nya bagus cuma kurang bahasa Indonesia aja sih tolong tambahkan bahasa Indonesia ya untuk pihak kuro games👍,5,2025-06-20 6:39:15,0,game nya bagus cuma kurang bahasa indonesia aja tambah bahasa indonesia untuk pihak kuro games,id,0,1,0,0,0,0,0
Pengguna Google,Gacha ampas harus kalah dulu baru bisa dapet bintang 5 game ampas,1,2025-06-20 4:25:28,0,gacha ampas kalah dulu baru dapat bintang game ampas,id,0,1,0,0,0,0,0
Pengguna Google,"keren MCnya, OP parah.",5,2025-06-20 4:20:39,0,keren mcnya op parah,id,0,0,0,0,0,0,0
Pengguna Google,"pengen main game ini lagi, tapi device tidak mendukung buat main :'(",5,2025-06-20 4:04:31,0,ken main game lagi device dukung buat main,id,0,1,0,0,0,0,0
Pengguna Google,"ampas banget update sekarang, apalagi Event Kartu ga jelas itu. udah mana septimont banyak bug lagi:v",2,2025-06-20 3:48:07,0,ampas banget update sekarang event kartu jelas sudah mana septimont banyak bug lagiv,id,0,0,0,1,0,0,0
Pengguna Google,gamenya bagus tapi frame sering drop parah padahal grafik udh paling rendah,2,2025-06-20 1:33:54,0,game bagus frame sering drop parah padahal grafik paling rendah,id,0,1,1,0,0,0,0
Pengguna Google,"Game bagus, cuma kurang gak ada bahasa Indonesia aja.",4,2025-06-20 1:12:13,0,game bagus cuma kurang ada bahasa indonesia aja,id,0,1,0,0,0,0,0
Pengguna Google,tanpa bahasa Indonesia terasa kurang memahami dalam story.,4,2025-06-20 1:12:12,0,bahasa indonesia asa kurang paham story,id,0,0,0,0,0,0,0
Pengguna Google,Game Kusus PC tidak ramah Android,2,2025-06-20 1:02:37,2,game sus pc ramah android,id,0,1,0,0,0,0,0
Pengguna Google,hadiahnya sangat banyak,5,2025-06-20 0:53:37,0,hadiah sangat banyak,id,0,0,0,0,0,0,0
Pengguna Google,100× gacha tidak dapat cartethiya 👎,1,2025-06-19 22:52:53,0,gacha dapat cartethiya,id,0,1,0,0,0,0,0
Pengguna Google,kualitas gambar jelek dan gak ada terjemahan bahasa Indonesia,1,2025-06-19 22:39:35,0,kualitas gambar jelek tidak terjemah bahasa indonesia,id,0,1,0,0,0,0,0
Pengguna Google,game bagus ..story sangat bagus..semuanya bagus.. tapi sayang gak ada sub indonesia nya.. yg bikin bingung untuk yg kurang bisa bahasa inggris jdi story gk ngerti..jalan cerita gk ngerti .dan hasinya kaya game baku hantam biasa ..kalo gk ada sub untuk semua negara,5,2025-06-19 20:45:54,2,game bagus story sangat bagussemuanya bagus sayang ada sub indonesia nya bikin bingung yang kurang bahasa inggris jdi story ngertijalan cerita ngerti has kaya game baku hantam biasa kalau ada sub semua negara,id,1,1,0,0,0,0,0
Pengguna Google,perbagus lagi grafiknya dan tolong perbaiki lagi di bagian npc yang gerakannya sedikit kaku,4,2025-06-19 17:52:35,2,bagus grafik tolong baik di bagi npc gera sedikit kaku,id,0,0,1,0,1,0,0
Pengguna Google,"bagus gamenya saya suka, cuma tolong rate gachanya di naikin itu aja sih, selebihnya mantep gamenya🤧",5,2025-06-19 17:21:32,0,bagus game suka cuma rate gachanya naikin aja lebih mantap game,id,0,1,0,0,0,0,0
Pengguna Google,"overall sejauh ini okeh2 aja gak ada yang gimana2 cuma ini ada 1 kendala yaitu bahasa, bagi yang gak bisaa bahasa Inggris susah",5,2025-06-19 17:06:07,0,overall jauh okeh aja ada gimana cuma ada kendala bahasa yang bisaa bahasa inggris susah,id,0,0,0,0,0,0,0
Pengguna Google,"game gila, absolute masterpiece. Tapi mohon lah Kuro, masa habis UPD Septimont malah tambah lag padahal udah hype banget maennya. Tolong Kuro please optimalkan lebih lagi, (Device. Samsung A55 5G)",4,2025-06-19 16:48:23,0,game gila absolute masterpiece mohon lah kuro masa habis upd septimont malah tambah lag padahal hype banget maennya kuro please optimal lebih device samsung a g,id,0,1,0,0,1,0,0
Pengguna Google,ni game force close Mulu jadi malas gw main padahal memori masih banyak hadeh capek gw tiap main terkeluar Mulu gimana mau ramai coba ni game kalo main force close mulu,1,2025-06-19 16:06:34,1,game force close mulu jadi malas gua main padahal memori banyak hadeh capek gua tiap main keluar mulu gimana mau ramai coba game kalau main force close mulu,id,0,1,0,0,0,0,0
Pengguna Google,game ini sangat seru dan menghibur saya karena grafik yang sangat bagus semoga ke depan nya ada fitur bahasa Indonesia 👍🏻,5,2025-06-19 14:57:20,0,game sangat seru hibur karena grafik sangat bagus moga depan nya fitur bahasa indonesia,id,0,1,1,0,0,0,0
Pengguna Google,"tiap kali buka gamenya, HP saya langsung restart, padahal main game berat lain aman² aja",1,2025-06-19 13:59:44,0,tiap kali buka game hp langsung restart padahal main game berat aman aja,id,0,1,0,0,0,0,0
Pengguna Google,uninstal untuk sementara tolong diperbaiki developer jangan fokus pada grafik saja 1.gameplay kurang memuaskan 2.tidak ada tutorial build character sehingga membingungkan gamer yang baru awal main 3.tidak ada bahasa Indonesia,1,2025-06-19 12:38:53,0,uninstal sementara baik developer jangan fokus grafik gameplay kurang muas ada tutorial build character bingung gamer baru awal main ada bahasa indonesia,id,0,1,0,0,0,0,0
Pengguna Google,"bagus cuma GK ada bahasa indonesia , tidak bisa memahami full isi dialog nya 🙃🙃",5,2025-06-19 12:17:14,0,bagus cuma ada bahasa indonesia bisa paham full isi dialog nya,id,0,0,0,0,0,0,0
Pengguna Google,"total download hampir 25GB di hp, berhubung ga kuat hp nya pas dimainin jad nya uninstalled dan main di PC.quest lumayan banyak, dan lumayan sulit, level 22 baru bisa pakai fitur CO-OP (bareng sm temen) story lumayan lama tapi games nya bagus",5,2025-06-19 11:54:41,0,total download hampir gb hp hubung kuat hp nya pas dimainin jad nya uninstalled main pcquest lumayan banyak lumayan sulit level baru pakai fitur coop bareng sama temen story lumayan lama games nya bagus,id,0,0,0,0,0,0,0
Pengguna Google,"suka banget Ama game nya kuroo grafik nya hd walaupun kadang rada ngelag tapi gpp🙂‍↕️, storynya aku suka apalagi yg rinascita sama septimont. paling salah satu kekurangan nya WUWA ini dibagian female character yang ya... tau lah ya, daripada itu please kuro tambahin male character nya dong dikit banget soalnya😔",5,2025-06-19 10:13:07,0,suka banget ama game nya kuroo grafik nya hd walaupun kadang rada ngelag gpp storynya aku suka rinascita sama septimont paling salah satu kurang nya wuwa bagi female character yang tau lah ya daripada please kuro tambahin male character nya dong sedikit banget soal,id,0,0,1,0,0,0,0
Pengguna Google,"kecewa, karna stelah update pas mau main harus nge dowload ulang lgi skitar 13 GB",2,2025-06-19 9:11:47,0,kecewa karna stelah update pas mau main nge dowload ulang skitar gb,id,0,0,0,0,0,0,0
Pengguna Google,"game nya cukup bagus dan menyenangkan, cuma tolong Adain hapus data game yang lama biar hemat penyimpanan",5,2025-06-19 9:06:02,0,game nya cukup bagus senang cuma adain hapus data game lama biar hemat simpan,id,0,1,0,0,0,0,0
Pengguna Google,anggap rumah sendiri,5,2025-06-19 8:54:27,0,anggap rumah sendiri,id,0,0,0,0,0,0,0
Pengguna Google,"mau kasih saran aja, kalok bisa tambah subtitle bhs Indonesia nya dong udah lama download ini game tapi belum gua mainin karena gua gak bisa bahasa inggris",5,2025-06-19 8:33:18,0,mau kasih saran aja kalok tambah subtitle bhs indonesia nya dong lama download game belum gua mainin gua bisa bahasa inggris,id,0,1,1,0,0,0,0
Pengguna Google,game open map terbaik sih ini,5,2025-06-19 0:05:56,0,game open map baik,id,0,1,0,0,0,0,0
Pengguna Google,"Karakter / senjata bintang 5 di Wuwa biasanya punya desain gila detailnya, efek animasi skill mewah & smooth, damage gede, dan punya skill unik yang bikin gameplay makin fleksibel. Biasanya mereka jadi meta, jadi rebutan player, dan bikin tim makin OP. Rarity tinggi = drop rate kecil = bikin player gacha ampe nangis 🗿.",5,2025-06-18 23:24:51,0,karakter senjata bintang wuwa biasa punya desain gila detail efek animasi skill mewah smooth damage gede punya skill unik bikin gameplay makin fleksibel biasa jadi meta jadi rebut player bikin tim makin op rarity tinggi drop rate kecil bikin player gacha ampe nang,id,0,1,0,0,0,1,0
Pengguna Google,"gamenya sih bagus, cuman hp ku udh gak support",4,2025-06-18 22:04:40,0,game bagus cuman hp aku tidak support,id,0,1,0,0,0,0,0
Pengguna Google,game bangst selalu aja di hard pity kadang rate off kadang rate on di warna merah Mulu ga di akun utama ga di akun smurt selalu aja hard pity anj,1,2025-06-18 21:08:44,0,game bangst selalu aja hard pity kadang rate off kadang rate on warna merah mulu di akun utama di akun smurt selalu aja hard pity anj,id,0,1,0,0,0,0,0
Pengguna Google,keren tapi aku butuh yang versi cloud,5,2025-06-18 20:09:37,0,keren aku butuh versi cloud,id,0,0,0,0,0,0,0
Pengguna Google,Mantap dan bagus jika rate gacha untuk mendapatkan karakter sesuai event sangat dipermudah,5,2025-06-18 19:55:14,0,mantap bagus rate gacha dapat karakter sesuai event sangat mudah,id,0,1,0,0,0,1,0
Pengguna Google,bagus bgt dpet bansos juga banyak,5,2025-06-18 19:49:03,0,bagus banget dpet bansos banyak,id,0,0,0,0,1,0,0
Pengguna Google,"gamenya bagus,tinggal nunggu upgrade perangkat aja biar makin mantep gw mainny",5,2025-06-18 19:27:30,0,game bagustinggal nunggu upgrade perangkat aja biar makin mantap gua mainny,id,0,1,0,0,0,0,0
Pengguna Google,"sering force close, tpi mungkin gegara HP gw jdi rating 5 😁 soalnya gw juga suka alurnya walaupun gk bisa dimainin",5,2025-06-18 17:59:03,0,sering force close tpi mungkin gegara hp gua jdi rating soal gua suka alur walaupun bisa dimainin,id,0,0,0,0,0,0,0
Pengguna Google,"Tolong optimalkan buat Prosessor Exynos 1480 karena suka ngecrash, padahal nih Prosessor kuat buat main game lain rata kanan (Genshin, ZZZ, Tower of Fantasy, PUBG, Fortnite)",1,2025-06-18 16:19:08,0,optimal buat prosessor exynos suka ngecrash padahal nih prosessor kuat buat main game rata kanan genshin zzz tower of fantasy pubg fortnite,id,0,1,0,0,1,0,0
Pengguna Google,"game nya bagus dari segi design karakter, story, bahkan fighting sceen bagus tapi ada 1 kekurangan masa udah spin 80x di banner cartethyia malah dapet nya verina udah cape padahal..",5,2025-06-18 16:08:15,0,game nya bagus segi design karakter story bahkan fighting sceen bagus ada kurang masa spin x banner cartethyia malah nya verina cape padahal,id,0,0,0,0,0,0,0
Pengguna Google,seru srta karakter nya bagus² semua kalau nanti di update yang bagus lagi ya..,5,2025-06-18 16:08:12,0,seru srta karakter nya bagus semua kalau di update bagus ya,id,0,0,0,0,0,0,0
Pengguna Google,"Saat aku main game ini aku pun bertemu dengan seorang wanita cantik yang bernama carlotta dia adalah istri tercinta ku setiap saat aku selalu menyayangi nya saat aku pergi bekerja dia mencium ku aku pun menciumnya, saat aku kembali ia menyambut ku di depan pintu rumah dengan berkata,""Selamat datang Sayangku"" aku pun membalas, ""aku pulang sayang"" sambil memeluknya, carlotta pun menyuruhku untuk mandi akupun mengiyakan sesaat aku selesai mandi aku terkejut melihat hidang favorit ku aku pun berkata",5,2025-06-18 15:45:45,0,aku main game aku temu orang wanita cantik nama carlotta adalah istri cinta aku aku selalu sayang nya aku pergi kerja cium aku aku cium saat aku ia sambut aku depan pintu rumah berkataselamat datang sayang aku balas aku pulang sayang peluk carlotta suruh mandi aku iya saat aku selesai mandi aku kejut lihat hidang favorit aku aku kata,id,1,1,0,0,0,0,0
Pengguna Google,"Sebenernya menurutku udah bagus semua dari quest gameplay nya juga ga ngebosenin, tapi yang bikin ga nyaman itu cuma masalah bahasa aja sih kalo bisa tolong dong tambahin bahasa Indonesia biar tambah enjoy dan ga bikin repot. Itu aja sih",5,2025-06-18 15:31:51,0,sebenernya turut bagus semua quest gameplay nya ngebosenin yang bikin tidak nyaman cuma masalah bahasa aja kalau tolong dong tambahin bahasa indonesia biar tambah enjoy tidak bikin repot aja,id,0,1,0,0,0,0,0
Pengguna Google,"game mobile yg memanjakan player dengan pertarungan yang imersif. sedikit kelemahan game ini adalah combat event nya yang cenderung monoton. sekedar saran, berilah rute yang menantang juga, jangan terlalu fokus ke perkelahian.",5,2025-06-18 15:30:44,0,game mobile manja player tarung imersif sedikit lemah game adalah combat event nya cenderung monoton dar saran ilah rute tantang jangan terlalu fokus kelahi,id,0,1,0,0,0,0,0
Pengguna Google,kurangnya fitur app yang seperti hoyolab,5,2025-06-18 14:56:48,0,kurang fitur app seperti hoyolab,id,0,1,0,0,0,0,0
Pengguna Google,game nya seru banget🤩🤩🤩🤩,5,2025-06-18 14:16:15,0,game nya seru banget,id,0,1,0,0,0,0,0
Pengguna Google,please! bahasa Indonesia!,5,2025-06-18 13:37:55,0,please bahasa indonesia,id,0,0,0,0,0,0,0
Pengguna Google,bagus banget tapi gk ada bahasa Indonesia dan gampang lag tapi okelah -min kasih bahasa Indonesia dong min pils🙏,4,2025-06-18 13:08:48,0,bagus banget tidak bahasa indonesia gampang lag oke min kasih bahasa indonesia dong min pils,id,0,0,0,0,1,0,0
Pengguna Google,Tolong tambahin fitur Motion Blur kurogames,5,2025-06-18 13:06:38,1,tambahin fitur motion blur kurogames,id,0,1,0,0,0,0,0
Pengguna Google,"jujur ini bagus, cocok untuk ku tapi ga cocok untuk hp ku😭😭😭bisa ga dibuat lebih ringan? 30+/40+ GB gapapa deh yang penting ga berat😭gw main game yang 30+ GB aja bisa gerak, lah gw dulu main wuwa yang cuma belasan GB aja ga bisa gerak woy😇ping nya merah merona+suka keluar sendiri+data keriset🥰buat yang nasibnya sama ya sadar diri aja, hp kita ga support:v",4,2025-06-18 12:58:24,0,jujur bagus cocok aku cocok hp bisa buat lebih ringan gb gapapa deh penting beratgw main game gb aja gerak lah gua dulu main wuwa cuma bas gb aja tidak bisa gerak woyping nya merah meronasuka keluar sendiridata kerisetbuat nasib sama sadar diri aja hp tidak supportv,id,0,1,0,0,0,0,0
Pengguna Google,"gamenya udah bagus, tapi ada sedikit bug, di level 8 itu misinya gimana, soalnya aku click click terus GK bisa, tolong di perbaiki ya, grafiknya juga udah bagus",5,2025-06-18 11:27:57,0,game bagus ada sedikit bug level misi gimana soal aku click click terus bisa di baik grafik sudah bagus,id,0,1,1,0,0,0,0
Pengguna Google,dari kualitas gw rafik nya dari pach 1.0 sampai patch 2.4 meningkat pesat dan game playnya seru plus gak kikir,5,2025-06-18 11:06:50,0,kualitas gua rafik nya pach patch tingkat pesat game playnya seru plus kikir,id,0,1,0,0,0,0,0
Pengguna Google,wajib jadi standar game gacha 👍👍,5,2025-06-18 10:17:40,0,wajib jadi standar game gacha,id,0,1,0,0,0,0,0
Pengguna Google,"Abis update 2.4 ko malah sering keluar sendiri yah, tolong diperbaiki dong",5,2025-06-18 10:04:09,0,abis update ko malah sering keluar sendiri yah baik dong,id,0,0,0,1,1,0,0
Pengguna Google,game ga baik buat waktu,1,2025-06-18 9:27:36,0,game baik buat waktu,id,0,1,0,0,1,0,0
Pengguna Google,harus nya ada bahasa Indonesia biar ga bingung,5,2025-06-18 8:41:03,0,nya bahasa indonesia biar bingung,id,1,0,0,0,0,0,0
Pengguna Google,SENJATA BINTANG 5,5,2025-06-18 8:32:56,0,senjata bintang,id,0,0,0,0,0,0,0
Pengguna Google,"sangat menikmati game ini dengan karakter yang bagus dan keren. Yang penting sih ceritanya bisa di skip tapi kalau adegan bagus mahh ngga ada skip tapi harus digaris bawahi ""adegan bagus"" mantap dev terus kembangkan👍",5,2025-06-18 7:49:37,0,sangat nikmat game dengan karakter bagus keren penting cerita di skip kalau adegan bagus mahh ngga skip harus gar bawah adegan bagus mantap dev terus kembang,id,1,1,0,0,0,0,0
Pengguna Google,Gamenya sangat seru dengan fight stylenya grafiknya juga okey hampir mirip dengan genshin gsmeplaynya sangat rekomendasi sih main wuwa,5,2025-06-18 7:28:41,1,game sangat seru fight stylenya grafik okey hampir mirip genshin gsmeplaynya sangat rekomendasi main wuwa,id,0,1,1,0,0,0,0
Pengguna Google,"Gameplay Wuwa dan dari grafik sudah sangan apik, hanya saja kenapa disaat selalu update besar menjadi crash atau tidak pun frame drop pada hp mid-range, tolong lebih diperhatikan untuk mobile agar player menikmati gameplay wuwa ini tanpa harus memperburuk kualitas grafik menjadi paling rendah, untuk keseluruhan game sudah sangat menyenangkan dari gacha sampai UI gamenya mudah untuk player, hanya saja tolong diperhatikan lagi untuk mobile mid-range develop🙏🙏🙏",4,2025-06-18 6:41:58,0,gameplay wuwa grafik sangan apik saja saat selalu update besar jadi crash tidak frame drop hp midrange lebih perhati mobile player nikmat gameplay wuwa tanpa buruk kualitas grafik jadi paling rendah seluruh game sangat senang dari gacha ui game mudah player saja perhati untuk mobile midrange develop,id,0,1,1,1,0,1,0
Pengguna Google,game yg sangat melebihi ekspektasi,5,2025-06-18 6:01:55,0,game sangat lebih ekspektasi,id,0,1,0,0,0,0,0
Pengguna Google,ini tadi pas ku mainin kok ngeleg ya padahal dah Helio g100 sama internet lancar tolong nanti di perbaiki di bagian grafik nya agar tidak ngelag,5,2025-06-18 5:41:49,0,tadi pas aku mainin ngeleg padahal hio g sama internet lancar nanti baik bagi grafik nya tidak ngelag,id,0,0,1,0,0,0,0
Pengguna Google,"makasih admin sebagai pemain pemula sudah menang 4 kali gaca tanpa kalah, meskipun nanti kedepannya kalah karena ada sistem supaya player hanya memiliki batasan kemenangan saat gaca dan sekian dari saya dan gameplay sama alurnya bagus walaupun kurang bisa bahasa belajar Inggris",5,2025-06-18 5:40:50,0,makasih admin main mula menang kali gacha kalah meski depan kalah ada sistem player milik batas menang gacha sekian saya gameplay sama alur bagus walaupun kurang bahasa ajar inggris,id,0,1,1,0,0,1,0
Pengguna Google,ampun dah kuro kasih hp kentang keringanan lah,5,2025-06-18 5:40:08,0,ampun kuro kasih hp kentang ringan lah,id,0,0,0,0,1,0,0
Pengguna Google,"mana bahasa baru yang kau janjikan itu wut😡,player dah banyak pendapat juga banyak,itu gak respect banget loh ya",1,2025-06-18 4:48:46,0,mana bahasa baru kau janji wutplayer banyak dapat banyakitu respect banget loh,id,0,1,0,0,0,0,0
Pengguna Google,kecilin lagi bang hp gw frame wkwkw🗿,4,2025-06-18 3:37:11,0,kecilin bang hp gua frame wkwkw,id,0,1,0,0,1,0,0
Pengguna Google,"Semoga lebih hoki lagi ☺😁 Btw, tambahkan bahasa Indonesia dong kuro ☺ saya gak ngerti alur ceritanya, gak bisa bahasa inggris 😥",5,2025-06-18 1:08:51,0,moga lebih hoki btw tambah bahasa indonesia dong kuro ngerti alur cerita tidak bisa bahasa inggris,id,1,0,0,0,0,0,0
Pengguna Google,terimakasih banyak game baik,5,2025-06-18 0:29:30,0,terimakasih banyak game baik,id,0,1,0,0,0,0,0
Pengguna Google,walau sering kalah rate off saya tetap bermain game ini,5,2025-06-18 0:05:51,0,sering kalah rate off tetap main game,id,0,1,0,0,0,0,0
Pengguna Google,"game nya bagus tapi tiap update size nya gede dan terlalu berat untuk dimainkan, saya tau klo ini game berat tapi baru dimainin udah panas woi hp dan beresiko fc",4,2025-06-17 23:15:57,0,game nya bagus tiap update size nya gede terlalu berat main tau klo game berat baru dimainin panas woi hp resiko fc,id,0,1,0,0,0,0,0
Pengguna Google,plis lah gacha dipermudah masa dapet hard pity terus,1,2025-06-17 22:50:43,0,plis lah gacha mudah masa hard pity terus,id,0,1,0,0,0,0,0
Pengguna Google,"100/10 GAME INI JAUH LEBIH BAGUS DARI GENSHIN!! Aku sangat senang sekali setelah upgrade device dan bisa memainkan game ini, karena game ini bener-bener sangat amat bagus dari segi apa pun. Story yang bagus dan bisa membuat player meneteskan air mata, combat yang sat set dan satisfyng, grafik yang sangat amat bagus untuk seukuran game mobile, eksplorasi yang di permudah karena bisa terbang (hanya map rinascita) Tolong di permudah untuk mendapatkan sealed tube. Terimakasih KURO",5,2025-06-17 20:29:56,0,game jauh lebih bagus genshin aku sangat senang sekali upgrade device bisa main game game benerbener sangat bagus segi apa story bagus bisa buat player tetes air mata combat sat set satisfyng grafik sangat bagus ukur game mobile eksplorasi di mudah karena bisa terbang map rinascita di mudah dapat sealed tube terimakasih kuro,id,0,1,1,0,0,0,0
Pengguna Google,"aku kasih rating rendah karena hp ku device issue, thanks for your work kuro",3,2025-06-17 20:18:51,0,aku kasih rating rendah hp aku device issue thanks for your work kuro,id,0,0,0,0,0,0,0
Pengguna Google,tolong di kasih bahasa Indonesia nya,1,2025-06-17 20:06:41,0,di kasih bahasa indonesia nya,id,0,0,0,0,0,0,0
Pengguna Google,upadtenya kalo baso 10gb ajalh..pengguran nih..ngaada kerjaan...,3,2025-06-17 19:09:37,0,upadtenya kalau baso gb ajalhpengguran nihngaada kerja,id,0,0,0,0,0,0,0
Pengguna Google,"game nya lumayan menarik,kalo bisa ada romansa nya buat karakter utama Rover dan baizhi",4,2025-06-17 18:27:39,0,game nya lumayan menarikkalo ada romansa nya buat karakter utama rover baizhi,id,0,1,0,0,0,0,0
Pengguna Google,min adain sub indo,2,2025-06-17 17:18:29,0,min adain sub indo,id,0,0,0,0,0,0,0
Pengguna Google,"Semua aspek di dalam game sangat bagus mulai dari segi story, progress, bahkan coop. Akan tetapi semenjak update 2.4 perangkat saya menjadi sering fc, tolong optimisasikan patch terbaru ini",4,2025-06-17 15:53:26,0,semua aspek dalam game sangat bagus mulai segi story progress bahkan coop tetapi semenjak update perangkat jadi sering fc optimisasikan patch baru,id,0,0,0,0,1,0,0
Pengguna Google,"kenapa sering force cloces sihhhhhhhhh, setelah update lagi dan lagi malah memburuk, udah lah gacha convene nya hard pity terus, di awal doang bagus, eh makin lama malah jadi buruk",5,2025-06-17 15:41:22,1,sering force cloces sihhhhhhhhh update dan malah buruk lah gacha convene nya hard pity terus awal doang bagus eh makin lama malah jadi buruk,id,0,0,0,0,0,1,0
Pengguna Google,"Game nya sangat bagus, tapi tolong gamenya diperkecil lagi size-nya, hp kentang juga pengen main🥺",4,2025-06-17 15:33:51,1,game nya sangat bagus tolong game kecil sizenya hp kentang ken main,id,0,1,0,0,0,0,0
