Nama Pengguna,Teks Ulasan,Rating Bintang,Tanggal Ulasan,Jumlah Likes,Ulasan Bersih
Pengguna Google,"saya telah berhenti main game ini karena game ini terlalu menyiksa player, saya lebih memilih wuthering waves karna game nya sangat bagus bukan cuma dari segi gambar visual tapi juga reward yg di dapat player sangat memuaskan, padahal wuwa sangat bagus tapi sangat dermawan kenapa genshin tidak bisa? saya hanya mengsia siakan waktu dan tenaga mengerjakan quest hanya untuk 30 primo? jangan bercanda, belum lagi dari sistem upgrade substat artefak sangat buruk, saya benar benar muak dengan game ini",1,2025-06-17 13:38:15,171,telah henti main game karena game terlalu siksa player lebih pilih wuthering waves karna game sangat bagus bukan cuma segi gambar visual juga reward di player sangat muas padahal wuwa sangat bagus sangat dermawan genshin bisa mengsia sia waktu tenaga kerja quest hanya untuk primo jangan canda lagi sistem upgrade substat artefak sangat buruk benar benar muak game
Pengguna Google,"diabolical gacha game theres no way y'all keep giving us 50 pulls every patch back to back with no maps even after adding new end game content, the reward does not increase at all. greedy",1,2025-06-17 13:11:39,0,diabolical gacha game theres no way yall keep giving us pulls every patch back to back with no maps even after adding new end game content the reward does not increase at all greedy
Pengguna Google,mantap lah,5,2025-06-17 12:42:41,0,mantap lah
Pengguna Google,"pitty tinggi lagi,trs""an pitty tinggi.artefak ampas trs""an.",1,2025-06-17 12:19:44,0,pitty tinggi lagitrsan pitty tinggiartefak ampas trsan
Pengguna Google,kikir,1,2025-06-17 12:18:41,0,kikir
Pengguna Google,I have kinich now i want emilie,5,2025-06-17 12:14:23,0,i have kinich now i want emilie
Pengguna Google,Menarik,5,2025-06-17 12:00:51,0,tarik
Pengguna Google,"Please fix blurry graphics on all Samsung devices, even when I set the graphics high still blurry fix that please.",3,2025-06-17 11:56:29,0,please fix blurry graphics on all samsung devices even when i set the graphics high still blurry fix that please
Pengguna Google,ily raiden,5,2025-06-17 11:48:13,0,ily raiden
Pengguna Google,"cerita nya udah seru banget, sedih nya ada lucu nya pun juga poko nya mantap deh",5,2025-06-17 11:25:26,0,cerita udah seru banget sedih lucu juga poko mantap deh
Pengguna Google,game kikir sangat ramah hilangkan qiqi plisss,1,2025-06-17 11:04:33,1,game kikir sangat ramah hilang qiqi plisss
Pengguna Google,"SKIP DIALOG, SINYAL RUDET UDAH NGOMONG JAUH ULANG LAGI GA KELAR KELAR, KALO ADA SKIP DIALOG GA MESTI NUNGGU",1,2025-06-17 10:56:36,1,skip dialog sinyal rudet udah ngomong jauh ulang kelar kelar kalau skip dialog tidak mesti nunggu
Pengguna Google,good game,5,2025-06-17 10:37:39,0,good game
Pengguna Google,game kikir,3,2025-06-17 10:35:27,0,game kikir
Pengguna Google,"Game ini terlalu berat untuk saya, hingga penyimpanan saya penuh... Jadi saya terpaksa menghapus beberapa aplikasi, tolong berikan ke longgaran✌✌",2,2025-06-17 10:34:23,0,game terlalu berat hingga simpan penuh jadi saya paksa hapus beberapa aplikasi ikan longgar
Pengguna Google,hoyo plis lah kasih skip supaya pemain gak komplen aku suka game ini tapi orang lain gak karena gak ada skip ya kalo ada pes ti bakalan ada yang main lagi Caya sama aku dan satu lagi cobak kita bisa dapat satu karakter gratis supaya pemain genshin bisa senang dan bisa war 5 bintang bisa kita pilih sendiri ini aja saran ku orang Indonesia itu lebih suka ada skip,5,2025-06-17 09:41:04,1,hoyo plis lah kasih skip main komplen aku suka game tapi orang tidak tidak skip kalau pes ti bakal yang main caya sama aku satu cobak satu karakter gratis main genshin senang bisa war bintang bisa kita pilih sendiri saja saran ku orang indonesia lebih suka skip
Pengguna Google,hihi full star karna ada Childe,5,2025-06-17 09:25:27,1,hihi full star karna childe
Pengguna Google,"SUKA BANGET SAMA NI GAMEEE (ya walau kadang HP asmr) tapiii di gameee ini ak nge rasaaa ga bosen lagii, sempet hapus game ini si, tapi download ulgg karena game lain ngebosenin.. di sini kita juga bisa ketemu jodoh luar negri (anjayyy🤭🤭🤭)",5,2025-06-17 09:17:26,0,suka banget sama ni gameee walau kadang hp asmr tapiii gameee ak nge rasaaa bosen lagi sempet hapus game si download ulgg game ngebosenin sini juga ketemu jodoh luar negri anjayyy
Pengguna Google,Buatkan cadangan resin yang banyak seperti game sebelah dong biar gak bosen. Setelah resin habis gak tau mau main apa.,1,2025-06-17 08:22:13,1,buat cadang resin banyak game belah dong biar bosen resin habis tau mau main apa
Pengguna Google,jelek login nya satu abad,3,2025-06-17 07:23:29,1,jelek login satu abad
Pengguna Google,Not bad,4,2025-06-17 07:04:17,1,not bad
Pengguna Google,"UDAH SPIN 72 KALI MASIH AJA GA DI KASIH YAE, PADAHAL GW BELUM PERNAH DAPAT B5 KECUALI MC NYA",1,2025-06-17 06:57:46,1,udah spin kali saja di kasih yae padahal gw pernah b mc
Pengguna Google,"bagus banget sumpah , meskipun sekalinya update bisa bikin memo penuh tapi is the best games",5,2025-06-17 06:24:24,0,bagus banget sumpah meski sekali update bikin memo penuh is the best games
Pengguna Google,Sistem gachanya gak ramah player old. Udah spend duit dan luangkan waktu banyak malah dikasih gacha ampas banner limited. Pity disitu-situ terus diatas 70 dan hampir gak pernah dapat low pity dibawah 30. Sepertinya algoritma gacha lebih memilih mencari pemain baru atau para pembuat akun roller dari pada para pemain lama yang dari awal sudah cinta malah diabaikan.,2,2025-06-17 05:22:47,1,sistem gachanya ramah player old udah spend duit luang waktu banyak malah kasih gacha ampas banner limited pity disitusitu terus atas hampir pernah low pity bawah seperti algoritma gacha lebih pilih cari main baru buat akun roller pada para main lama dari awal cinta malah abai
Pengguna Google,"udh 5 tahun tapi Fitur Q0L untuk explore dan mobilitas belum banyak perkembangan signifikan, dan juga selama 5 tahun kok gak bisa masukin tombol skip story ya, aneh.",2,2025-06-17 05:13:00,0,udh tahun fitur ql explore mobilitas banyak kembang signifikan juga lama tahun bisa masukin tombol skip story aneh
Pengguna Google,gacha game,3,2025-06-17 04:53:26,0,gacha game
Pengguna Google,monoton,3,2025-06-17 04:19:09,0,monoton
Pengguna Google,cukup bagus kalo saya di kasih bintang 5🌟 terus 😋,5,2025-06-17 04:10:12,0,cukup bagus kalau di kasih bintang terus
Pengguna Google,menurut saya grafik bgus dan beberapa animasi karakter bagus tetapi sistem gaca terlalu tinggi dan di dalam cerita itu kebanyakan yaping nya dari pada action kalau bisa ciptakan tombol skip pada percakapan,3,2025-06-17 04:08:23,0,saya grafik bgus beberapa animasi karakter bagus sistem gaca terlalu tinggi di cerita banyak yaping action kalau cipta tombol skip pada cakap
Pengguna Google,"udah quest yapping gabisa diskip, dapet Primo dikit, ngotak lah mana ada yg tahan maen klo gini"" mulu",1,2025-06-17 03:52:57,1,udah quest yapping gabisa skip dapet primo dikit ngotak lah mana yang tahan maen klo gin mulu
Pengguna Google,Genshin impact bagus,5,2025-06-17 03:13:00,0,genshin impact bagus
Pengguna Google,kasih QoL yg berguna lagi napa,1,2025-06-17 03:09:26,1,kasih qol guna napa
Pengguna Google,seru game-nya,5,2025-06-17 02:57:59,0,seru gamenya
Pengguna Google,baguss wak alur nya cerita nya ama wilayah nya luas jir tapi kalo bisa jangan tamat dulu lah🫠🫠,5,2025-06-17 02:44:56,0,baguss wak alur cerita ama wilayah luas jir kalau jangan tamat dulu lah
Pengguna Google,"yuppang yapping alah lu namanya juga game fokus story dari awal rilis, beda sama game sebelah udah pake unreal Engine tetap aja kurang optimal😂😂😂",5,2025-06-17 02:18:32,0,yuppang yapping alah lu nama game fokus story awal rilis beda sama game belah udah pake unreal engine tetap kurang optimal
Pengguna Google,kikir tingkat dewa,1,2025-06-17 02:09:21,3,kikir tingkat dewa
Pengguna Google,bagus sih tapi download datanya gede banget,5,2025-06-17 02:05:02,0,bagus download data gede banget
Pengguna Google,menit nya tambahin bisa GK sih GK sabaran amat setiap di domain buat naikin ar tinggal sabar udah sekarat waktu habis pantes banyak yang ar kecil ternyata waktu nya kecil,1,2025-06-17 01:54:30,0,menit tambahin gk gk sabar tiap domain buat naikin ar tinggal sabar udah sekarat waktu habis pantes banyak ar kecil nyata waktu kecil
Pengguna Google,"dari dulu udah bagus sih, cuma resin tambahin dong limitnya, kalo cuma 200 tu masih kurang BANGET. Apa lagi buat orang yang doyan banget farming sampe mampus, jadi tolong tambahin limitnya ...",5,2025-06-17 00:58:57,0,dulu udah bagus cuma resin tambahin dong limit kalau cuma tu kurang banget apa buat orang doyan banget farming sampe mampus jadi tambahin limit
Pengguna Google,mb nya kegedean jadi gk bisa maininnya,3,2025-06-17 00:56:37,0,mb gede jadi gk maininnya
Pengguna Google,hore sekarang saya sudah main genshin gamenya bagus semoga akw dapat skrik,5,2025-06-17 00:54:24,0,hore sekarang sudah main genshin gamenya bagus moga akw skrik
Pengguna Google,game nya berat saya ram 2 ngelag ngelag,1,2025-06-17 00:17:58,0,game berat ram ngelag ngelag
Pengguna Google,"Kerem, dunia nya luas lebar, grafik bagus dan detail"" nya, dan setiap mosnter sangatlah menantang.",5,2025-06-16 23:30:49,0,rem dunia luas lebar grafik bagus detail tiap mosnter sangat tantang
Pengguna Google,sange sama furina 😍,5,2025-06-16 21:53:22,0,sange sama furina
Pengguna Google,game berat,1,2025-06-16 17:38:37,0,game berat
Pengguna Google,"saya ucapkan terima kasih sebanyak mungkin,dikarenakan ketika saya gacha,saya sering mendapatkan di pity tertinggi,dan tolong rate untuk mendapatkannya agak di rendahkan,sekian",1,2025-06-16 17:23:37,1,ucap terima kasih banyak mungkindikarenakan saya gachasaya sering dapat pity tertinggidan rate dapat di rendahkansekian
Pengguna Google,bagus,5,2025-06-16 16:47:11,0,bagus
Pengguna Google,hard piti mulu cooo,1,2025-06-16 16:16:40,0,hard pit mulu cooo
Pengguna Google,suka bangett,5,2025-06-16 16:11:46,0,suka bangett
Pengguna Google,"menarik, asyik.",4,2025-06-16 16:09:41,0,tarik asyik
Pengguna Google,"spriral abyss makin susah, HP inflation nya makin kesini makin gede. semenjak natalan rilis pemain bener bener di tuntut untuk gacha character region terbaru, tapi dengan reward nya yang dikit banget.... minimal di perbanyak reward nya terutama di reward event / di perbanyak event nya",1,2025-06-16 15:34:06,2,spriral abyss makin susah hp inflation makin kesini makin gede semenjak natal rilis main bener bener tuntut gacha character region baru dengan reward dikit banget minimal banyak reward utama reward event banyak event
Pengguna Google,"game nya bagus banget soalnya karakternya ada yang lucu, loli, keren juga ada elemen di setiap karakternya cuman yang perlu di kurangi itu di pengunduhan data nya soalnya lama nunggu nya jadi keburu gk dapet main tapi pernah kok masuk ke game nya seru banget semoga ada update yang lebih keren lagi",5,2025-06-16 14:17:42,33,game bagus banget soal karakter lucu loli keren elemen tiap karakter cuman perlu kurang di unduh data soal lama nunggu jadi keburu gk dapet main pernah masuk game seru banget moga ada update yang lebih keren
Pengguna Google,"oh, ya apakah hoyoverse sedang mempermainkan perasaan ku, dengan mempersulit dan menyusahkan ku, untuk mendapatkan karakter b5 terbatas cuma satu yg di beri dari semua primogem yg ku pakai yaitu kinich itu doang, dari sekian banyak karakter b5 terbatas, apakah itu yg kamu bilang janji dan sumpah yg kamu selalu junjung ini, kalau sudah rate off harusnya rate on kok aku rate off Mulu, sampai 5+ banner terbatas lebih cuma kinich doang yg dapat gitu, kalau buat game itu bisa adil dan merata gak sih?",1,2025-06-16 13:50:46,0,ya hoyoverse sedang main asa ku sulit susah ku dapat karakter b batas cuma satu di beri semua primogem ku pakai kinich doang sekian banyak karakter b batas kamu bilang janji sumpah kamu selalu junjung kalau rate off harus rate on aku rate off mulu banner batas lebih cuma kinich doang dapat gitu kalau buat game itu bisa adil rata
Pengguna Google,"woilah kasih tombol skip, ngantuk ama story nya",2,2025-06-16 13:43:57,0,woilah kasih tombol skip ngantuk ama story
Pengguna Google,kasih aku Raiden EI🥰,5,2025-06-16 13:21:11,0,kasih aku raiden ei
Pengguna Google,Berikan saya Skirk karena saya sdh memberikan bintang 5 btw makasi atas mavuika nya 🙏,5,2025-06-16 13:17:06,0,ikan skirk saya sdh beri bintang btw makas atas mavuika
Pengguna Google,seru banget tapi klo bisa karakter cowonya ditambah yng B5,5,2025-06-16 12:45:17,0,seru banget klo karakter cowonya tambah yng b
Pengguna Google,baguzzz sekaleee,5,2025-06-16 12:28:33,0,baguzzz sekaleee
Pengguna Google,mantabbb,5,2025-06-16 12:24:50,0,mantabbb
Pengguna Google,"mantap bgt ege ni game mantap dah pokony mksi yh genshin ilopyu tpi tolonk klo gwa gacha dapetin bintang lima plis cape nyari primogem but its oky, itu yg ngasih bintang 1 ngapa dh org bagus gini juga, hp lu tuh yg kentang kali jadi gabisa makany jangan dipaksa oon, oke ini saja mantap☆☆☆☆☆☆☆☆☆☆",5,2025-06-16 11:56:47,0,mantap banget ege ni game mantap dah pokony mksi yh genshin ilopyu tpi tolonk klo gwa gacha dapetin bintang lima plis cape nyari primogem but its oky ngasih bintang ngapa dh org bagus gin hp lu tuh yang kentang kali jadi gabisa makany jangan paksa oon oke saja mantap
Pengguna Google,bnyak makan memo,1,2025-06-16 10:58:23,0,bnyak makan memo
Pengguna Google,game gacha paling sampah,3,2025-06-16 10:56:16,0,game gacha paling sampah
Pengguna Google,android udah bisa pakai gamepad eksternal?,5,2025-06-16 10:43:36,0,android udah pakai gamepad eksternal
Pengguna Google,"developer malas, mending wuwa 💀",1,2025-06-16 10:40:58,0,developer malas mending wuwa
Pengguna Google,kikir,1,2025-06-16 10:15:08,0,kikir
Pengguna Google,grafik yang luar biasa tetapi gb saya tidak terlalu bisa menanggungnya,5,2025-06-16 09:56:46,0,grafik luar biasa gb tidak terlalu tanggung
Pengguna Google,"genshin tolong lah ya MC dikasih ""panggung""😞",1,2025-06-16 09:40:59,0,genshin lah mc kasih panggung
Pengguna Google,"AKU RATE DUA, SOALNYA AKU NGULI PRIMO BUAT YAE SAMPE DEMAM MALAH GA DAPET HUMPP, AK NGAMBEK",2,2025-06-16 09:37:19,0,aku rate soal aku nguli primo buat yae sampe demam malah dapet humpp ak ngambek
Pengguna Google,pandang patama liat nona langsung suka,5,2025-06-16 09:02:13,0,pandang patama liat nona langsung suka
Pengguna Google,i want so many primogem,5,2025-06-16 08:49:28,0,i want so many primogem
Pengguna Google,so far puas dengan sistem gacha nya apalagi untuk pemain baru,5,2025-06-16 08:47:04,0,so far puas sistem gacha untuk main baru
Pengguna Google,MANA TOMBOL SKIP NYA,1,2025-06-16 08:45:02,0,mana tombol skip
Pengguna Google,"kapan ada fitur gamepad nya woy, game patung baru rilis aja langsung disediakan fitur gamepad cuih",5,2025-06-16 08:27:01,0,kapan fitur gamepad woy game patung baru rilis langsung sedia fitur gamepad cuih
Pengguna Google,anhe banget nggak bisa login ke akun ku sama sekali yg ada malah keulang dari awal gimana sih hoyo 😒,1,2025-06-16 08:11:00,0,anhe banget bisa login akun ku sama sekali ada malah ulang awal gimana hoyo
Pengguna Google,bagus banget coy aku suka game nya,5,2025-06-16 07:58:08,0,bagus banget coy aku suka game
Pengguna Google,overall bagus cuma kikir aja,3,2025-06-16 07:18:46,0,overall bagus cuma kikir
Pengguna Google,"akhirnya bisa min ini game dan ternyata asik juga, susah berhenti kalo dah keenakan main",5,2025-06-16 06:35:51,0,akhir min game nyata asik susah henti kalau dah enak main
Pengguna Google,seruu bngtt lovee buat genshinn🤍,5,2025-06-16 06:35:44,0,seruu bngtt lovee buat genshinn
Pengguna Google,game pepek boring,1,2025-06-16 06:32:45,0,game pepek boring
Pengguna Google,menyenakannnnn,5,2025-06-16 06:28:55,0,menyenakannnnn
Pengguna Google,"seru, cuma capek farming primo 🤧",5,2025-06-16 06:23:00,0,seru cuma capek farming primo
Pengguna Google,kit hati kaga dapet yae miko😭,1,2025-06-16 06:08:52,0,kit hati kaga dapet yae miko
Pengguna Google,game genshin lmpact akan saya hilang begemana ta bisa hilang,1,2025-06-16 05:53:01,0,game genshin lmpact saya hilang begemana ta hilang
Pengguna Google,"hoyo ak mw xiphos buat kajuha sm mami skirk, shenhe, mavuika, emilie soft pity sm menang rate off🥰🥰🙌🏻♥️ oiya sm dahliaaaa juga yhh",5,2025-06-16 05:33:28,0,hoyo ak mw xiphos buat kajuha sm mami skirk shenhe mavuika emilie soft pity sm menang rate off oiya sm dahliaaaa yhh
Pengguna Google,Memberi like👍,5,2025-06-16 05:15:34,0,beri like
Pengguna Google,mihoyo please update fitur skip story,1,2025-06-16 05:03:39,1,mihoyo please update fitur skip story
Pengguna Google,wow,5,2025-06-16 04:27:41,0,wow
Pengguna Google,menurut gw bakal lebih seru kalau dijadiin MMORPG dan bisa PVP sii,5,2025-06-16 04:21:34,0,gw bakal lebih seru kalau dijadiin mmorpg bisa pvp sii
Pengguna Google,juancok grafiknya gila tapi jangan di donlot kalau hp lu kenrang kek gw,5,2025-06-16 01:37:06,0,juancok grafik gila jangan donlot kalau hp lu kenrang kek gw
Pengguna Google,aaaaa kasian aaaaa Primo nya aaaaa,5,2025-06-16 00:38:14,0,aaaaa kasi aaaaa primo aaaaa
Pengguna Google,download data jam 7 sore sampai pagi GK masuk2 alhasil hapus LG aja aplikasinya.,1,2025-06-15 23:19:53,0,download data jam sore pagi gk masuk alhasil hapus lg aplikasi
Pengguna Google,Tolong Capitano Fatui rilis dong 😍,5,2025-06-15 22:46:25,16,capitano fatui rilis dong
Pengguna Google,Game nya bagus walau aku kadang kesusahan nyelesain questnya,5,2025-06-15 21:28:42,0,game bagus aku kadang susah nyelesain questnya
Pengguna Google,good jobs,5,2025-06-15 19:18:12,0,good jobs
Pengguna Google,👍,5,2025-06-15 16:57:46,0,
Pengguna Google,"TOLONGLAH KARAKTER COWOKNYA DI BANYAKIN!! MASA CEWEK SEMUA, SEKARANG PEMAIN GENSHIN CEWEK JUGA BANYAK!!!!!!!!!!!!!MAKIN BOSAN MAINNYA TIAP HARI NAMPAK CEWEK MULU GA ADA COWOK JIR,AKU SUKA KOLEKSI COWOK KARNA SEIYUNYA APALAGI CUMA DIKIT BANGET KARAKTERNYA JADI MALAS",1,2025-06-15 16:45:04,0,tolong karakter cowok banyakin masa cewek semua sekarang main genshin cewek banyakmakin bosan main tiap hari nampak cewek mulu ada cowok jiraku suka koleksi cowok karna seiyunya cuma dikit banget karakter jadi malas
Pengguna Google,kakkoi,5,2025-06-15 15:50:15,0,kakkoi
Pengguna Google,"mantap,cuma susah dapet karakter bintang lima😅",4,2025-06-15 15:33:04,1,mantapcuma susah dapet karakter bintang lima
Pengguna Google,"Hello, I found a bug where if the party composition is arlechino, zhongli, chiori and xilonen then when xilonen uses burst there is no heal in the party, and if using skill there is no increase in stack in nightsoul point. can you fix it?",3,2025-06-15 15:06:30,0,hello i found a bug where if the party composition is arlechino zhongli chiori and xilonen then when xilonen uses burst there is no heal in the party and if using skill there is no increase in stack in nightsoul point can you fix it
Pengguna Google,sngat bgus,5,2025-06-15 14:33:05,0,sngat bgus
Pengguna Google,moga hoki,5,2025-06-15 13:58:40,0,moga hoki
Pengguna Google,bagus tapi berat,4,2025-06-15 13:46:07,0,bagus berat
Pengguna Google,kikir ngga kaya game sebelah,3,2025-06-15 13:40:30,2,kikir ngga kaya game belah
Pengguna Google,game nya seru apalagi story nya behhh,5,2025-06-15 13:35:28,0,game seru story behhh
Pengguna Google,"saya sangat menyarankan untuk menambahkan fitur skip dialog di dalam semua quest, karena menurut saya saat melakukan quest terdapat banyak sekali percakapan yang kurang penting dan membuang waktu, dan itu dapat menyebab kan sebagian player merasa bosan. Saya termasuk player yang menikmati story di dalam game, tetapi jika percakapan nya terlalu berbelit dan berputar², saya akan merasa bosan bahkan sampai tidak peduli lagi dengan jalan ceritanya. (Saya tunggu untuk update kedepanya👍)",4,2025-06-15 13:30:24,18,sangat saran tambah fitur skip dialog dalam semua quest turut saat laku quest dapat banyak sekali cakap kurang penting buang waktu itu sebab kan bagi player rasa bosan masuk player nikmat story dalam game jika cakap terlalu belit putar akan rasa bosan bahkan tidak peduli dengan jalan cerita tunggu update depa
Pengguna Google,"game nya bagus,tapi hp saya kaya mmk💜",5,2025-06-15 13:24:50,0,game bagustapi hp kaya mmk
Pengguna Google,"make the BANNER BECOME 18 DAYS OR SOMETHING 20 DAYS TOO LONG,I FINISHED EXPLORE AND EVERYTHING🙄",1,2025-06-15 12:47:38,0,make the banner become days or something days too long finished explore and everything
Pengguna Google,bagus,5,2025-06-15 12:46:26,0,bagus
Pengguna Google,kikir,1,2025-06-15 11:26:07,1,kikir
Pengguna Google,jangan sandingankan kazuhaku dengan si jidat lebar itu,1,2025-06-15 11:07:00,0,jangan sandingankan kazuhaku si jidat lebar
Pengguna Google,game seru,5,2025-06-15 09:59:37,0,game seru
Pengguna Google,seru ada cerita nya grafik bagus semoga bnyak bonus,5,2025-06-15 09:39:17,0,seru cerita grafik bagus moga bnyak bonus
Pengguna Google,"jir game apa-apan ini udah di download 300MB+ Pas Masuk Awal biasa² aja setelah login email google suruh download update login 33GB+ Gila Gak ngotak anjir HP gw nanti penyimpanan nya langsung nambah gak ngotak 33GB+ Ngotak dikit napa Game Nya, Game nya berat bet berat jangan download Penggunaan HP kentang seperti chipset kecil dan rom dan ram kecil kalo tetep download meledak, tolong developer Gw Baru pertama kali download masa harus download update login 33GB+ apa² an Meledak nanti HP gw 🗿🗿",1,2025-06-15 09:38:10,0,jir game apaapan udah download mb pas masuk awal biasa telah login email google suruh download update login gb gila ngotak anjir hp gw simpan langsung nambah ngotak gb ngotak dikit napa game game berat bet berat jangan download guna hp kentang chipset kecil rom ram kecil kalau tetep download ledak developer gw baru pertama kali download masa download update login gb apa an ledak hp gw
Pengguna Google,"ga ada improve dari awal sampai ini, kikirnya kental bet beda kaya game hoyo lainnya",1,2025-06-15 09:12:53,2,ada improve awal ini kikir kental bet beda kaya game hoyo lain
Pengguna Google,good boy,5,2025-06-15 08:56:24,0,good boy
Pengguna Google,bagus game rpg pertama yang paling bagus menurutku😁😁,5,2025-06-15 07:43:11,0,bagus game rpg pertama paling bagus turut
Pengguna Google,Gamenya bagus dan seruu,5,2025-06-15 06:20:47,0,gamenya bagus seruu
Pengguna Google,boty impek,1,2025-06-15 06:02:23,0,boty impek
Pengguna Google,unduh lama uang banyak terkuras banyak tolong di kasih sedikit unduhnya lama sekali hampir 1jam kauta habis terus tilang unduhnya di perbaiki,1,2025-06-15 05:56:11,0,unduh lama uang banyak kuras banyak kasih sedikit unduh lama sekali hampir jam kauta habis terus tilang unduh di baik
Pengguna Google,playernya bermasalah semua,1,2025-06-15 05:53:16,1,playernya masalah semua
Pengguna Google,"baru combat main tau tau ya bahasa inggris GK ada suaranya (karakternya),kalau bisa pas awal download data gamenya di adakan lah pilihan bahasanya sebelum download datanya,dari pada nunggu download bahasa 5 GB lagi",1,2025-06-15 05:28:22,1,baru combat main tau tau bahasa inggris gk suara karakternyakalau pas awal download data gamenya adakan lah pilih bahasa download datanyadari nunggu download bahasa gb
Pengguna Google,"game kikir, pelit primo, gb banyak, gaada fitur skip conservation jd ne ngantuk, ngelag, pdhl wifi bagus, gatcha rate off ini sebenernya game bagus, tp tolong..",1,2025-06-15 04:33:05,1,game kikir pelit primo gb banyak gaada fitur skip conservation jd ne ngantuk ngelag pdhl wifi bagus gatcha rate off sebenernya game bagus tp
Pengguna Google,game tolol login akun aja di persulit,2,2025-06-15 03:50:34,0,game tolol login akun di sulit
Pengguna Google,lumayan,5,2025-06-15 03:35:14,1,lumayan
Pengguna Google,"jangan terlalu kikir plz, sebagai anak sekolahan dan kaum f2p, ke siksa bgtt 😞😞😢😢, TRS YH, quest archon jgn kebayakan yapping, jdi bosen ngerjain questnya, perbanyak aksinya sama primogem, jgn yappingnya aja yg banyak, banyakin bansos 😊😠😤",4,2025-06-15 02:56:28,1,jangan terlalu kikir plz anak sekolah kaum fp siksa bgtt trs yh quest archon jgn kebaya yapping jdi bosen ngerjain questnya banyak aksi sama primogem jgn yappingnya yang banyak banyakin bansos
Pengguna Google,mantap,5,2025-06-15 02:20:14,0,mantap
Pengguna Google,kecewa sama story terakhirnya jadi pindah ke game sebelah.. template semua animasinya,1,2025-06-15 02:19:57,738,kecewa sama story akhir jadi pindah game belah template semua animasi
Pengguna Google,terlalu pelit,1,2025-06-15 02:11:54,1,terlalu pelit
Pengguna Google,game berat,1,2025-06-15 02:05:34,0,game berat
Pengguna Google,gemyan sangat bagus dan menarik,5,2025-06-15 01:16:48,0,gemyan sangat bagus tarik
Pengguna Google,"""sedang mengomplikasi shader""kok hampir tiap hari lama Lo itu",1,2025-06-15 00:38:12,0,sedang komplikasi shaderkok hampir tiap hari lama lo
Pengguna Google,lumayan menarik game nya mudah di pahami,4,2025-06-14 19:19:02,0,lumayan tarik game mudah paham
Pengguna Google,game sampah mending hapus aja dari play sore gacha udah abis berapa primo gems tetep ga dapet,1,2025-06-14 18:29:25,1,game sampah mending hapus dari play sore gacha udah abis berapa primo gems tetep dapet
Pengguna Google,bagus gk terlalu berat di hp,5,2025-06-14 17:31:44,0,bagus gk terlalu berat hp
Pengguna Google,sangat menarik,5,2025-06-14 17:25:20,0,sangat tarik
Pengguna Google,"Jadi males main semenjak 2x pull char event dapet qiqi mulu, xianyun dan mavuika gagal dibawa pulang, temen ane hoki dapet terus tiap event 😮‍💨",3,2025-06-14 14:59:18,1,jadi males main semenjak x pull char event dapet qiqi mulu xianyun mavuika gagal bawa pulang temen ane hoki dapet terus tiap event
Pengguna Google,best,5,2025-06-14 14:42:23,0,best
Pengguna Google,"singkat sj Bagus,keren, mantap",5,2025-06-14 14:20:48,0,singkat sj baguskeren mantap
Pengguna Google,jujur dalam pengalaman saya bermain saya belajar dari hal baru dari menjelajahi dan menyelesaikan quest yang diberikan tetapi kekurangannya hanya 1 bagi orang tidak menikmati cerita mungkin harus di sediakan tombol skip agar tidak membuat waktu bagi orang menyukai cerita cerita mungkin cocok saja untuk kalian tetapi cerita ini banyak hal yang mendalam sejarah sejujurnya seru tetapi untuk mulai sekarang ceritanya terlihat merosot dan kurang bagus saya sudah pensiun semenjak memasukin natlan,5,2025-06-14 13:57:45,0,jujur alam main ajar baru jajah selesai quest beri kurang orang nikmat cerita mungkin di sedia tombol skip tidak buat waktu bagi orang suka cerita cerita mungkin cocok untuk kalian cerita banyak hal yang dalam sejarah jujur seru untuk mulai sekarang cerita lihat merosot kurang bagus sudah pensiun semenjak memasukin natlan
Pengguna Google,"kecewa banget, konten terbaik terakhir ya yang di sumeru. kecewa makin kesini makin aneh, kok ada dj, ada pertarungan tarian. ini dunia naga dan dewa atau yang penting buka map. 😭😭😭",3,2025-06-14 13:40:52,0,kecewa banget konten baik akhir yang sumeru kecewa makin kesini makin aneh dj tarung tari dunia naga dewa yang penting buka map
Pengguna Google,Woi hoyo plis lah Baner 5.8 itu hu tao plis,4,2025-06-14 13:22:32,1,woi hoyo plis lah baner hu tao plis
Pengguna Google,"comunity trash,",1,2025-06-14 13:09:54,1,comunity trash
Pengguna Google,grafik bagus dan ada waifu gw,5,2025-06-14 12:42:11,0,grafik bagus ada waifu gw
Pengguna Google,"Gamenya bagus hanya saja ada beberapa masalah yang perlu diperbaiki seperti masalah koneksi di game ini karena masalah koneksi di game ini sangat mengganggu terutama saat lawan musuh, main di domain atau pas dialog waktu quest soalnya itu semua bakal ngulang kalo tiba² koneksi di gamenya bermasalah padahal aslinya koneksi internetnya bagus, jadi tolong pihak developer diperbaiki segera masalah ini, dan berhenti kikir",2,2025-06-14 12:16:41,20,gamenya bagus saja beberapa masalah perlu baik masalah koneksi game karena masalah koneksi game sangat ganggu utama lawan musuh main domain pas dialog waktu quest soal semua bakal ngulang kalau tiba koneksi gamenya masalah padahal asli koneksi internetnya bagus jadi pihak developer baik segera masalah dan henti kikir
